Company Name,Address 1,City,State,Zip,Phone,Google Link,Company Name Processed,Status
Papa Gino's Pizzeria,103 Pleasant St,ATTLEBORO,MA,02703-2360,5082265690.0,"https://www.google.com/maps/place/Papa+Gino's/@41.947347,-71.2787242,17z/data=!3m1!4b1!4m5!3m4!1s0x89e460b6e653fcb3:0xce410663a9e81e16!8m2!3d41.947347!4d-71.2787242",papa_ginos_pizzeria,
Papa Gino's Pizzeria,113 E Main St,WEBSTER,MA,01570-1713,5089492022.0,"https://www.google.com/maps/place/Papa+Gino's/@42.0588668,-71.8650881,17z/data=!3m1!4b1!4m5!3m4!1s0x89e41f2e4e4244f9:0x214580746b68430b!8m2!3d42.0588668!4d-71.8650881",papa_ginos_pizzeria,
Papa Gino's Pizzeria,103 Main St,NORTH READING,MA,01864-2297,9786643320.0,"https://www.google.com/maps/place/Papa+Gino's/@42.5770058,-71.1108363,17z/data=!3m1!4b1!4m5!3m4!1s0x89e30bee253e78bb:0x3ef271582b52b8dd!8m2!3d42.5770058!4d-71.1108363",papa_ginos_pizzeria,
Papa Gino's Pizzeria,166 Sturbridge Rd,CHARLTON,MA,1507,5082481061.0,"https://www.google.com/maps/place/Papa+Gino's/@42.1396269,-72.0249423,17z/data=!3m1!4b1!4m5!3m4!1s0x89e6a74000000001:0xa32e47cd666ec0e7!8m2!3d42.1396269!4d-72.0249423",papa_ginos_pizzeria,
Papa Gino's Pizzeria,117 Mass Tpke W,NATICK,MA,1760,5086552958.0,"https://www.google.com/maps/place/Papa+Gino's/@42.3114847,-71.3647012,17z/data=!3m1!4b1!4m5!3m4!1s0x89e38615d57df78d:0x370b02c58dde0b1a!8m2!3d42.3114847!4d-71.3647012",papa_ginos_pizzeria,
Papa Gino's Pizzeria,77 Derry Rd,HUDSON,NH,3051,6035988001.0,"https://www.google.com/maps/place/Papa+Gino's/@42.7756822,-71.4436033,17z/data=!3m1!4b1!4m5!3m4!1s0x89e3b11254412967:0x7c0aa1402543247c!8m2!3d42.7756822!4d-71.4436033",papa_ginos_pizzeria,
Papa Gino's Pizzeria,9 Plaistow Rd,PLAISTOW,NH,03865-2824,6033829204.0,"https://www.google.com/maps/place/Papa+Gino's/@42.8173007,-71.102775,17z/data=!3m1!4b1!4m5!3m4!1s0x89e2fe0168b5bfab:0x3bc528734d873e0d!8m2!3d42.8173007!4d-71.102775",papa_ginos_pizzeria,
Papa Gino's Pizzeria,81 Carver Rd,PLYMOUTH,MA,02360-4643,5087475386.0,"https://www.google.com/maps/place/Papa+Gino's/@41.944833,-70.709697,17z/data=!3m1!4b1!4m5!3m4!1s0x89e4bb8480e94c0d:0xb0d10d66d5f37732!8m2!3d41.944833!4d-70.709697",papa_ginos_pizzeria,
Papa Gino's Pizzeria,233 Broad St,BRIDGEWATER,MA,02324-1741,5086978137.0,"https://www.google.com/maps/place/Papa+Gino's/@41.994526,-70.9719013,17z/data=!3m1!4b1!4m5!3m4!1s0x89e4904b64aba68d:0xfe3c70822a9611e5!8m2!3d41.994526!4d-70.9719013",papa_ginos_pizzeria,
Papa Gino's Pizzeria,600 Providence Hwy,DEDHAM,MA,02026-6804,7813291946.0,"https://www.google.com/maps/place/Papa+Gino's/@42.2433586,-71.1738128,17z/data=!3m1!4b1!4m5!3m4!1s0x89e37f9419d7a5ff:0xade870a57ee6b559!8m2!3d42.2433586!4d-71.1738128",papa_ginos_pizzeria,
Papa Gino's Pizzeria,35 Commercial Rd,LEOMINSTER,MA,01453-3305,9785374430.0,"https://www.google.com/maps/place/Papa+Gino's/@42.5339047,-71.7448767,17z/data=!4m5!3m4!1s0x89e3ef6aa401bce5:0x5b27f7712f460bab!8m2!3d42.5339008!4d-71.742688?hl=en",papa_ginos_pizzeria,
Papa Gino's Pizzeria,190 Main St,STONEHAM,MA,02180-1619,7814388422.0,"https://www.google.com/maps/place/Papa+Gino's/@42.4895544,-71.0998107,17z/data=!3m1!4b1!4m5!3m4!1s0x89e3749e50dc1ad7:0xe2b04a79a007c8a3!8m2!3d42.4895544!4d-71.0998107",papa_ginos_pizzeria,
Papa Gino's Pizzeria,42 Cape Rd,MILFORD,MA,01757-3292,5086340244.0,"https://www.google.com/maps/place/Papa+Gino's/@42.1270621,-71.5193626,17z/data=!3m1!4b1!4m5!3m4!1s0x89e4727ef45301fb:0x566b7194a06b18a6!8m2!3d42.1270621!4d-71.5193626",papa_ginos_pizzeria,
Papa Gino's Pizzeria,10 Lilac Mall,ROCHESTER,NH,03867-1350,6033329843.0,"https://www.google.com/maps/place/Papa+Gino's/@43.3189482,-70.9732305,17z/data=!3m1!4b1!4m5!3m4!1s0x89e29c9e35376781:0x2f43734aa91f8104!8m2!3d43.3189482!4d-70.9732305",papa_ginos_pizzeria,
Papa Gino's Pizzeria,594 Washington St,SOUTH EASTON,MA,02375-1918,5082380118.0,"https://www.google.com/maps/place/Papa+Gino's/@42.0473924,-71.0804565,17z/data=!3m1!4b1!4m5!3m4!1s0x89e48ed000000001:0xf44e055a7d3aa811!8m2!3d42.0473924!4d-71.0804565",papa_ginos_pizzeria,
Papa Gino's Pizzeria,2899 Cranberry Hwy,EAST WAREHAM,MA,02538-1313,5082957474.0,"https://www.google.com/maps/place/Papa+Gino's/@41.7594858,-70.6660956,17z/data=!3m1!4b1!4m5!3m4!1s0x89e4c662d5d8242b:0xe14b9cbb83f433f4!8m2!3d41.7594858!4d-70.6660956",papa_ginos_pizzeria,
Papa Gino's Pizzeria,685 Merrill Rd,PITTSFIELD,MA,01201-3722,4134455307.0,"https://www.google.com/maps/place/Papa+Gino's/@42.4659841,-73.2066448,17z/data=!3m1!4b1!4m5!3m4!1s0x89e74ea06c22821d:0x1571fb5c460eee62!8m2!3d42.4659841!4d-73.2066448",papa_ginos_pizzeria,
Papa Gino's Pizzeria,430 Route 44,RAYNHAM,MA,2767,5088231300.0,"https://www.google.com/maps/place/Papa+Gino's/@41.9064281,-71.0517434,17z/data=!4m5!3m4!1s0x876c76b83e2ed06f:0xce2ea6934801a108!8m2!3d41.9064241!4d-71.0495547?hl=en",papa_ginos_pizzeria,
Papa Gino's Pizzeria,294 Winthrop St,TAUNTON,MA,02780-4306,5088238800.0,"https://www.google.com/maps/place/Papa+Gino's/@41.8885645,-71.1209735,17z/data=!3m1!4b1!4m5!3m4!1s0x89e4f4c0783af735:0x4c0eb6266138dc50!8m2!3d41.8885645!4d-71.1209735",papa_ginos_pizzeria,
Papa Gino's Pizzeria,80 Highland Ave,EAST PROVIDENCE,RI,02914-1221,4014341880.0,"https://www.google.com/maps/place/Papa+Gino's/@41.8056826,-71.3402005,17z/data=!3m1!4b1!4m5!3m4!1s0x89e45a8b7a56b881:0xdffe52f56b2423ae!8m2!3d41.8056826!4d-71.3402005",papa_ginos_pizzeria,
Papa Gino's Pizzeria,129 Loudon Rd,CONCORD,NH,03301-5609,6032252011.0,"https://www.google.com/maps/place/Papa+Gino's/@43.2147175,-71.5109392,17z/data=!3m1!4b1!4m5!3m4!1s0x89e26a4e4f89d2e3:0xfc3a0f444e5b4471!8m2!3d43.2147175!4d-71.5109392",papa_ginos_pizzeria,
Papa Gino's Pizzeria,65 Taunton Depot Dr,TAUNTON,MA,02780-6962,5088029622.0,"https://www.google.com/maps/place/Papa+Gino's/@41.8792071,-71.0686583,17z/data=!3m1!5s0x89e4f33dcd209f4f:0xaafe7e17242a8c1d!4m5!3m4!1s0x89e4f33c336be1bb:0x2e4bcb96204d8d34!8m2!3d41.8792031!4d-71.0664696?hl=en",papa_ginos_pizzeria,
Papa Gino's Pizzeria,770 Washington St,WEYMOUTH,MA,02188-3325,7813312660.0,"https://www.google.com/maps/place/Papa+Gino's/@42.2021543,-70.9458204,17z/data=!3m1!4b1!4m5!3m4!1s0x89e3625daa084c7d:0xe1fee4f01551b754!8m2!3d42.2021543!4d-70.9458204",papa_ginos_pizzeria,
Papa Gino's Pizzeria,765 Bridge St,WEYMOUTH,MA,02191-2148,7813403385.0,"https://www.google.com/maps/place/Papa+Gino's/@42.2454641,-70.934077,17z/data=!3m1!4b1!4m5!3m4!1s0x89e36391f7662851:0x22c6c1613199dfc6!8m2!3d42.2454641!4d-70.934077",papa_ginos_pizzeria,
Papa Gino's Pizzeria,400 Putnam Pike,SMITHFIELD,RI,02917-2408,4012325250.0,"https://www.google.com/maps/place/Papa+Gino's/@41.8696491,-71.5287013,17z/data=!3m1!4b1!4m5!3m4!1s0x89e4471cf9d71b77:0x3b0f93981b656ebf!8m2!3d41.8696491!4d-71.5287013",papa_ginos_pizzeria,
Papa Gino's Pizzeria,8 Commercial St,FOXBORO,MA,02035-2509,5085436100.0,"https://www.google.com/maps/place/Papa+Gino's/@42.0543262,-71.2411532,17z/data=!3m1!4b1!4m5!3m4!1s0x89e4625445af01b1:0xddd949333abea98c!8m2!3d42.0543262!4d-71.2411532",papa_ginos_pizzeria,
Papa Gino's Pizzeria,10 Washington St,NORWELL,MA,02061-1730,7818788417.0,"https://www.google.com/maps/place/Papa+Gino's/@42.1724778,-70.8845286,17z/data=!3m1!4b1!4m5!3m4!1s0x89e361e0b7659b15:0xde2a287241802217!8m2!3d42.1724778!4d-70.8845286",papa_ginos_pizzeria,
Papa Gino's Pizzeria,1425 Lake Shore Rd,GILFORD,NH,03249-2236,6035283355.0,"https://www.google.com/maps/place/Papa+Gino's/@43.5615953,-71.4448294,17z/data=!3m1!4b1!4m5!3m4!1s0x4cb3316aaaaaaaab:0xcb8b7990739bc583!8m2!3d43.5615953!4d-71.4448294",papa_ginos_pizzeria,
Papa Gino's Pizzeria,134 Nahatan St,NORWOOD,MA,2062,7812780717.0,"https://www.google.com/maps/place/Papa+Gino's/@42.1915379,-71.1965575,17z/data=!3m1!4b1!4m5!3m4!1s0x89e47fd702acb52b:0xc60e7ee139096c58!8m2!3d42.1915379!4d-71.1965575",papa_ginos_pizzeria,
Papa Gino's Pizzeria,623 Metacom Ave,WARREN,RI,02885-2814,4012456700.0,"https://www.google.com/maps/place/Papa+Gino's/@41.717775,-71.2690009,17z/data=!3m1!4b1!4m5!3m4!1s0x89e456bf47494363:0x3cba8328c707a145!8m2!3d41.717775!4d-71.2690009",papa_ginos_pizzeria,
Papa Gino's Pizzeria,681 W Boylston St,WORCESTER,MA,01606-2043,5088527871.0,"https://www.google.com/maps/place/Papa+Gino's/@42.3153146,-71.7969968,17z/data=!3m1!4b1!4m5!3m4!1s0x89e4078f92513513:0x89d17069d8b80c72!8m2!3d42.3153146!4d-71.7969968",papa_ginos_pizzeria,
Papa Gino's Pizzeria,940 Main St,SOUTH YARMOUTH,MA,2664,5083981146.0,"https://www.google.com/maps/place/Papa+Gino's/@41.6555952,-70.2081785,17z/data=!3m1!4b1!4m5!3m4!1s0x89fb3a3bcb13c59f:0xe28082b995854484!8m2!3d41.6555952!4d-70.2081785",papa_ginos_pizzeria,
Papa Gino's Pizzeria,319 Washington St,STOUGHTON,MA,02072-1737,7813441764.0,"https://www.google.com/maps/place/Papa+Gino's/@42.1370256,-71.1023561,17z/data=!3m1!4b1!4m5!3m4!1s0x89e48156b91a1523:0xdc8f26c3c27519ea!8m2!3d42.1370256!4d-71.1023561",papa_ginos_pizzeria,
Papa Gino's Pizzeria,56 Davis Straits,FALMOUTH,MA,02540-3926,5085404024.0,"https://www.google.com/maps/place/Papa+Gino's/@41.5578483,-70.6002768,17z/data=!3m1!4b1!4m5!3m4!1s0x89e4d76cffd500df:0x112eb5688321ddb5!8m2!3d41.5578483!4d-70.6002768",papa_ginos_pizzeria,
Papa Gino's Pizzeria,748 Gallivan Blvd,BOSTON,MA,02122-3141,6172822404.0,"https://www.google.com/maps/place/Papa+Gino's/@42.2847276,-71.0454269,17z/data=!3m1!4b1!4m5!3m4!1s0x89e37b7741cdb40d:0x308a5f8e0786dd35!8m2!3d42.2847276!4d-71.0454269",papa_ginos_pizzeria,
Papa Gino's Pizzeria,674 Bedford St,WHITMAN,MA,02382-1825,7814470052.0,"https://www.google.com/maps/place/Papa+Gino's/@42.0790281,-70.9498867,17z/data=!4m5!3m4!1s0x89e49ba4469a6097:0xf356eef1557b8f65!8m2!3d42.0790241!4d-70.947698?hl=en",papa_ginos_pizzeria,
