Company Name,Address 1,City,State,Zip,Phone,Google Link,Company Name Processed,Status
Paisanos,1815 Wisconsin Ave NW,WASHINGTON,DC,20007-2302,2022986800.0,"https://www.google.com/maps/place/Paisano's/@38.9152898,-77.0672567,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7b630b18ac12d:0xd3145e506466309d!8m2!3d38.9152898!4d-77.0672567",paisanos,
Paisanos,18313 Leaman Farm Rd,GERMANTOWN,MD,20874-2904,3015288000.0,"https://www.google.com/maps/place/Paisano's/@39.1591892,-77.2778886,17z/data=!3m1!4b1!4m5!3m4!1s0x89b62dd34c7ad679:0xde3232170d558d61!8m2!3d39.1591892!4d-77.2778886",paisanos,
Paisanos,7201B Baltimore Ave,COLLEGE PARK,MD,20740-3203,3018640300.0,"https://www.google.com/maps/place/Paisano's/@38.9778147,-76.9375253,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7c6bf6577c60d:0xfc06980026989633!8m2!3d38.9778147!4d-76.9375253",paisanos,
Paisanos,9429 Lorton Market St,LORTON,VA,22079-1963,7033399700.0,"https://www.google.com/maps/place/Paisano's/@38.7020798,-77.220243,17z/data=!3m1!4b1!4m5!3m4!1s0x89b653604cbf25e1:0xc1c1d8bc73b20c0b!8m2!3d38.7020798!4d-77.220243",paisanos,
Paisanos,12439 Dillingham Sq,LAKE RIDGE,VA,22192-5253,7037303333.0,"https://www.google.com/maps/place/Paisano's/@38.6835172,-77.3175599,17z/data=!3m1!4b1!4m5!3m4!1s0x89b656ef10037f87:0x8df06812f7a6d174!8m2!3d38.6835172!4d-77.3175599",paisanos,
Paisanos,7368 Atlas Walk Way,GAINESVILLE,VA,20155-2991,7037535900.0,"https://www.google.com/maps/place/Paisano's+Pizza/@38.7962345,-77.6093869,17z/data=!3m1!4b1!4m5!3m4!1s0x89b6664d2d1d3cdf:0xc7daa3234e0cf5e!8m2!3d38.7962345!4d-77.6093869",paisanos,
Paisanos,6937A Telegraph Rd,ALEXANDRIA,VA,22310,7039220900.0,"https://www.google.com/maps/place/Paisano's/@38.768094,-77.119787,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7adf6818fed37:0x48cc115521fc45d4!8m2!3d38.768094!4d-77.119787",paisanos,
Paisanos,4815 Saint Barnabas Rd,MARLOW HEIGHTS,MD,20748-4659,3018992900.0,"https://www.google.com/maps/place/Paisano's/@38.8235784,-76.9505165,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7bbc51866abb3:0x7f6e7a042e523012!8m2!3d38.8235784!4d-76.9505165",paisanos,
Paisanos,1500 Central Park Blvd,FREDERICKSBURG,VA,22401-4965,5407868800.0,"https://www.google.com/maps/place/Paisano's/@38.3051045,-77.5109766,17z/data=!3m1!4b1!4m5!3m4!1s0x89b6c1cc2dfaf1cf:0x6035d3fe30c61a1b!8m2!3d38.3051045!4d-77.5109766",paisanos,
Paisanos,5765 Burke Centre Pkwy,BURKE,VA,22015-2264,7032501200.0,"https://www.google.com/maps/place/Paisano's+Pizza/@38.7997995,-77.3189642,17z/data=!3m1!4b1!4m5!3m4!1s0x89b64e2673bbc419:0x81a23fb7255337c1!8m2!3d38.7997995!4d-77.3189642",paisanos,
Paisanos,6133 Backlick Rd,SPRINGFIELD,VA,22150-2637,7036444000.0,"https://www.google.com/maps/place/Paisano's/@38.7835741,-77.1832685,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7b2a8da318af1:0x54164fd063a22ae5!8m2!3d38.7835741!4d-77.1832685",paisanos,
Paisanos,12056 N Shore Dr,RESTON,VA,20190-4994,7037071000.0,"https://www.google.com/maps/place/Paisano's/@38.9595269,-77.3319556,17z/data=!3m1!4b1!4m5!3m4!1s0x89b6482ac949bf4b:0xa62d6f604af95135!8m2!3d38.9595269!4d-77.3319556",paisanos,
Paisanos,891 Rockville Pike,ROCKVILLE,MD,20852-1285,3013091400.0,"https://www.google.com/maps/place/Paisano's/@39.0743329,-77.1369418,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7cdbb24a2e5f1:0x5228e91c9a4f0ba!8m2!3d39.0743329!4d-77.1369418",paisanos,
Paisanos,44260 Ice Rink Plz,ASHBURN,VA,20147-6040,5712230000.0,"https://www.google.com/maps/place/Paisano's/@39.020373,-77.4698648,17z/data=!3m1!4b1!4m5!3m4!1s0x89b6392b4e2fa9af:0x68c83ea9bd883754!8m2!3d39.020373!4d-77.4698648",paisanos,
Paisanos,10330 Main St,FAIRFAX,VA,22030-2410,7032739900.0,"https://www.google.com/maps/place/Paisano's/@38.846391,-77.3033823,17z/data=!3m1!4b1!4m5!3m4!1s0x89b64e918503cf67:0xfd9820a1018c2aea!8m2!3d38.846391!4d-77.3033823",paisanos,
Paisanos,7711 Fordson Rd,ALEXANDRIA,VA,22306-2835,7033605600.0,"https://www.google.com/maps/place/Paisano's/@38.7489528,-77.0824677,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7ae152027677d:0x339ed280f14769e8!8m2!3d38.7489528!4d-77.0824677",paisanos,
Paisanos,3650 S Glebe Rd,ARLINGTON,VA,22202-5605,7034167000.0,"https://www.google.com/maps/place/Paisano's/@38.8423206,-77.0509492,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7b0d40f9fa433:0x834f8412530df45b!8m2!3d38.8423206!4d-77.0509492",paisanos,
Paisanos,5740 Pickwick Rd,CENTREVILLE,VA,20121-4730,7035028888.0,"https://www.google.com/maps/place/Bella+Pizza/@38.8379878,-77.4234585,17z/data=!3m1!4b1!4m5!3m4!1s0x89b645029b535615:0x9fc4bfe761c9991!8m2!3d38.8379878!4d-77.4234585",paisanos,
Paisanos,244 W Broad St,FALLS CHURCH,VA,22046-4203,7035348888.0,"https://www.google.com/maps/place/Paisano's/@38.883732,-77.172922,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7b4c1b7a8e2bd:0x7fd786e47ac1517f!8m2!3d38.883732!4d-77.172922",paisanos,
Paisanos,2012 Eisenhower Ave,ALEXANDRIA,VA,22314-4650,7035486800.0,"https://www.google.com/maps/place/Paisano's/@38.8002507,-77.0639667,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7b1aedb6574f5:0x9aeca452638edd19!8m2!3d38.8002507!4d-77.0639667",paisanos,
Paisanos,1141 Elden St,HERNDON,VA,20170-5571,7037966800.0,"https://www.google.com/maps/place/Paisano's/@38.9644176,-77.3966948,17z/data=!3m1!4b1!4m5!3m4!1s0x89b647f44cb2da9f:0xb063a4fe1dd2dc7c!8m2!3d38.9644176!4d-77.3966948",paisanos,
Paisanos,824 Muddy Branch Rd,GAITHERSBURG,MD,20878-2780,3019260100.0,"https://www.google.com/maps/place/Paisano's/@39.1140715,-77.2174219,17z/data=!3m1!4b1!4m5!3m4!1s0x89b62d5e29db5f95:0x2352d6104a5c605b!8m2!3d39.1140715!4d-77.2174219",paisanos,
Paisanos,8683 Sudley Rd,MANASSAS,VA,20110-4588,7032571600.0,"https://www.google.com/maps/place/Paisano's+Pizza/@38.7687418,-77.4847277,17z/data=!3m1!4b1!4m5!3m4!1s0x89b65c63b26939ad:0xcb5fc078fe7719af!8m2!3d38.7687418!4d-77.4847277",paisanos,
