name,stars,text,timeSince,openStatus,key
Cody Obropta,5.0,"Anthony's Coal Fired Pizza is an awesome spot. They have a great modern look with both indoor and outdoor seating separated by a large sliding glass door. The bar and tables are clean and elegant and plenty of the beer on tap is brewed specifically for the company!
My friends and I really enjoyed the pizza. The classic plain pizza is high-quality. It features great sauce and a soft, chewy crust that has very good flavor. The white pizza is also deliciously cheesy and cooked to perfection. I would definitely eat here again.",5 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Ron Law,5.0,"Delicious food, nice ambience.",a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Shaan Weitjes,5.0,"Yesterday was our first time in this good restaurant. But It is surely not the last. We passed a splendid evening with the good service, with the high quality cooking and fine drinks and with the decent price. We will no doubt go back there soon.",7 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Bryan Brogdon,5.0,"From the first moment  you come to this restaurant  the waiters give you a comfortable feeling. Very courteous crew, it is a friendly restaurant to to go out with buddies or with your date. delightful  food, qualified  chief cook and stuff, comfortable  pay and generous  service. Highly recommended.",9 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Ashna Rani,5.0,"Update on my review...
Owner contacted me apologising for the mistake and offered me a comp. its v rare these days for owners to be in touch to do something like this and shows they really care

Original review:

really want to say I love the pizzas here the orders keep getting messed up. Can you spot whats missing?

....

No Feta and No Arugla....and the other half of the pizza had only some tom sauce...

Unfortunately this is the last time we will be ordering from here....",a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Matthew Brown,5.0,Had a great experience in this spot with my son. The food was served quickly and the service is just awesome. Prices are affordable.,9 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Will Lee,2.0,"Always enjoyed coming here, but I had a pick up order that was burned and the replacement I went back for had a bit of steel brush (like from a scrubbing pad) in it. Ended up just throwing it out because no one was comfortable eating it after that.

I always hate sending food back because of all the horror stories you hear, so I really hope this was just a fluke and there was no other extra “seasoning” on my meal 😭.",8 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
James Beers,5.0,Great Coal Fired Pizza! Great Salads and their Meat balls are amazing! Nice quiet place for dinner...,7 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Dave,1.0,Tried their pizza for the first time the other day. It literally tasted like eating a bucket of salt. Wayyy too salty. Are you kidding me?,8 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Melanie Stokes,5.0,Really like this location. Good food and staff is very friendly.,6 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
James Wally Wallenfelsz,5.0,"We are a military group, and the store manager to great care of us. And the pizza was great!",8 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Miguel Borrero,5.0,The food is awesome .. but the people that work there are what makes this a truly amazing place. A very friendly and positive environment makes for a place I’d definitely come back too.. great job guys!,a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Jasmyne Ngo,3.0,"Delivery through Seamless to our hotel.  Delivery was done at a decent time.  Pizza was made wrong, which meant my kid who only eats cheese pizza didn't eat.   No napkins or utensils were included.  Food was decent.",a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Jason Marc,5.0,Really good pizza and nice staff...never overly packed ....cool place for a relaxed meal,10 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Chiquita Ross,5.0,Food is delicious.  Service is great,7 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Scot,5.0,"Good pizza, made to order, not fast",11 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Kenneth Borovina,4.0,Good is great but other locations are better ambiance!,7 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Alejandra Limones,5.0,"The pizza and the meatballs are amazing!! The flavors are bold. The ambience is nice and all the people who work there very kind.

Btw they always have a lot of very good hand crafted beers.",a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
CY B,5.0,Cauliflower Pizza!  Awesomely Delicious! I have most of my coworkers enjoying it as well! Yumm!,11 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Daniela Araujo,5.0,Love the food and the workers there are super nice.,7 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Bert Rosenbluth,5.0,Excellent Pizza. They work with food allergies.,6 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Jon Martocci,5.0,"Great when they have a smaller menu so you dont worry about what to choose.
Pizzas are great and the other dishes they have are very tasty and unique",a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Emel Yilmaz,4.0,"They have great meatballs, ( sometimes they have promotions where they give away the pot !)
The margarita pizza is great..Casual ambiance and friendly staff..",2 years ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Kenneth Holz,5.0,Of course you expect decent pizza but they have really good wings also. Better quality than I thought I would get from a chain restaurant.,a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Naomi Jones,5.0,"This is one of the best restaurants I have ever been to! The service was amazing! To top it off, I had a chocolate cake! I rate this 5 stars as there were no flaws. The servers were very kind and easy to talk to.",2 years ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Adrienne Jones,5.0,Great pizza and staff who are also so very helpful and pleasant!,11 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Mike Horrey,4.0,Pizza was good. Ordered wings well done and they were really good. Menu is very limited. Nice atmosphere,a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Sevan Curukcu,1.0,"The foods are good but service is definitely disgusting. We ate salad and chicken wings then the waitress brought our pizza. Guess what he didn’t change our plates!!!
Sorry but I can’t it pizza over the bones!!!
I asked him 5 minutes later “Are you planning to change our plates and bring some napkins” he goes oh do you need new plates? Come on whoever is the manager is not doing his job.",a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Jerry Sitbon,4.0,"Fun place, great music, excellent service, totally enjoyed the the pizza.  Ordered three different types, all were great.  They serve alcohol.  PS: they correctly made a mixed drink.  Outdoor eating too.  * When going there, drive slowly on route 4 when you get close otherwise you need to loop around route 4 to get back. As long as you like good food, music and fun this is a place e you need to try.  Relax and casual.",2 years ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Viktoria Merezhana,5.0,Pizza had thin crust and the food was really good,6 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Brian A.,4.0,Had the plain cheese personal pie and it was pretty good. Only 10 minutes for two personal pies to come out the oven and out the door. Although they did have a nice looking bar that I might have to take advantage of another time.,a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Angelo Gagliardi,5.0,"Food is very consistent.  Small menu everything is executed well.  Wings and Roasted Cauliflower pizza, my two favorites.",a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Klim Kavall,4.0,"4 stars due to service! The food was okay at best but our server was great. He helped us the entire time and was readily accessible while still being fully on time with the food.

We had a white pizza and a plain pizza.  Both were done properly but nothing special. The wings were good as well but a bit dry. If you’re on route 4 and want pizza, sure, stop in, but I wouldn’t go out of my way to get here.",2 years ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Mary Durant,1.0,"I visited last Saturday a ACFP establishment and had  a small pie half Margarita half white pizza. It was presented so good, the crust was thin and crispy, and they had the perfect blend of ingredients. It looked and tasted so good I thought I’d get it again. I ordered to go, the same pie from the Englewood establishment last night. It was unfortunately neither good to look at or eat. It looked like the preparer took a spoon and plopped the ingredients on. I would get a mouthful of sauce then a mouthful of cheese. And that was the Margarita side. The white  was just as bad. Worst pizza I’ve had. If I would have looked at the pizza before I left, I would have demanded a refund.",a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Richard Kleiman,5.0,Best salad dressing and always perfectly done pizza,11 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Sabrina Rimer,5.0,"Good pizza, good drinks, nice staff",11 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Kevin Willmann,5.0,"Always good, but the staff was exceptional.",7 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
GARY G,5.0,Fun place to eat. Good 🍕,a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Al Gonzalez,3.0,Very nice establishment in new development on rt4. Nice bar area. I got the classic pizza thinking it was margarita pie.  Didn't realize regular cheese pizza was served on brick oven style,2 years ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Steve Copertino,4.0,Great staff and excellent food. Very comfortable atmosphere with reasonable prices,a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Joung Yoo,3.0,"Nice ambiance, good selection of beer, food is small portions and could use an upgrade.",a year ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
Irene C,5.0,"Friendly service,  good pizza.",7 months ago,Closed,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404
