name,stars,text,timeSince,openStatus,key
Ronnie Gonzalaez,5.0,"I’ve been coming to this establishment for several years now and let me tell you the dining experience with the supervisor Frank is outstanding! About a couple years ago I’d say I started coming regularly after I’ve met John and they’ve come a long way at this location. Frank right away fixed an issue I had with my eggplant and also invited us to some wings in the mean time and let me tell you, Such great flavor. Thanks for the recommendation on white pizza with garlic as well! Good luck to you I’m your future with the company !",a month ago,Open,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811
Angel Kipp,5.0,Came for the first time with my wife. Great pizza.. at the end found out about this amazing reward program. Who can say no to a free cheese pie for signing up? Highly recommended,10 months ago,Open,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811
David Clarke,5.0,"The service is outstanding. Although, the food is a little bit overpriced, it is great quality ingredients in everything from the pizzas, to the salads, to the sandwiches. This is the pizza place I recommend when choosing a dine in restaurant.",2 weeks ago,Open,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811
Bullitt 78,5.0,Best pizza in Florida. Seriously people your looking at someone who lived in Chicago.  I know good pizza and this place is great. The Miramar restaurant is completely outstanding. The staff is super friendly and the manager here is the best. It doesn’t get better for pizza or friendly staff. Also the beers on tap are really good. Highly recommended.,2 years ago,Open,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811
Angel Azahares,5.0,"It’s the third time that I come to this place, always with exquisite food, very good hygiene, you can see the care and protection due to the conditions in which we find ourselves at this time.  Today was the first time I met the manager Juan, who is an excellent person, very attentive, respectful and helpful, so I’m writing this review to congratulate him.  Thanks manager Juan.  Congratulations and success !!",a month ago,Open,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811
Howard Phoenix,5.0,Good pizza,2 weeks ago,Open,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811
Sadi Estevez,5.0,Good,3 weeks ago,Open,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811
Cassy Carrizo,5.0,"This location is a gem!!! We went today for dinner with our active 3 year old. The service was great, food was great, & to help keep my 3 year old busy they gave him a plate of dough to play with. The manager even came over and chatted with him, to make sure he was at peace while we enjoyed dinner. Will be back again and again.",a month ago,Open,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811
Angie Alvarado,5.0,Restaurant was not busy. We were a big group with children and were seated promptly. We ordered wings and meatballs as appetizers and both were excellent. I'm not a big fan of meatballs but I have to say I loved this ones. Wings were very tasty with lots of meat. The pizza is thin crust which is not my favorite but I can say It was delicious. They have a good selection of beers. Also. they have a happy hour but you need to be seating in the bar to enjoy the offer.,5 months ago,Open,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811
Luis Castro,5.0,"Today I visited the restaurant again, accompanied by my girlfriend and friend, because we really liked the taste of the chicken wings and the pizza, they were delicious, the manager Juan is nice, always attentive to everyone.  My congratulations to the company for having a person like him to represent them",a month ago,Open,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811
Mairim Barrios,5.0,"My fiance and I went on a date night and we had a great experience. The manager , Juan , was very attentive always making sure we were Happy with our food and service. I highly recommend this location for a night out.",3 weeks ago,Open,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811
Buckyamika,5.0,This is the best Anthony’s in South Florida the staff is awesome the food is always perfect recommend it to all my customers,a month ago,Open,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811
Marc Scarfone,5.0,Great staff and management.  Have eaten and taken out from this location numerous times.  Recently had a minor issue with the order and the manager immediately took care of it and then some A+ 👍🏻,2 months ago,Open,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811
Chris L,5.0,"Always clean , great service and great food.   Anthony’s Never disappoints in any locations.   This one happens to be closest to me.     A1 every time. 👌🏻👌🏻",3 months ago,Open,Anthony's Coal Fired Pizza 3111 SW 160th Ave MIRAMAR FL 33027-4214 (954) 392-3811
