name,stars,text,timeSince,openStatus,key
Noah Downs,5.0,I visit this place a lot since I work close by. I have to say their customer service is always good and they keep the place clean regularly. Pricing is affordable and they serve sizeable portions.,a week ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Rafael Guerrero,5.0,Authentic tasting pizza. I don’t think I’ve ever had brick oven pizza of this nature. Most places says “brick oven” pizza but now I know the true flavor and texture thanks to Anthony’s! 💯,a year ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Ben Stone,5.0,"Love the crispy pizza here! Great wings too, not fried, but cooked on a cast iron! Super crispy!",a week ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
B Gordon,5.0,"Last week was the first time we visited this excellent restaurant. But It is no doubt not the last time. We had a good time with the excellent service, with the exceptional  meal and wine and with the decent cost. We will definitely come back soon.",a month ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Ray Webb,5.0,I travel a lot all lower 48 and this place is in top 5 of pizza and staff top 3,4 weeks ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Esther Silberman,5.0,"Love this place. Wine, lots of beer choices IPA'S, specialty drinks. Food superb. Try the wings.",3 weeks ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Williams Neil,5.0,We enjoy eating out. Yesterday we came to this superb place which friends told us about. We spent a beautiful experience there with superb dishes and a courteous team and an impressive  cuisine. We put this fine restaurant in our phone list  and we will certainly return soon. We warmly recommend.,4 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Anthony Lanzetta,5.0,Best Anthony's! BEST Pizza! Best Experience! Come come! Thank You PHIL AND JOSEPH AND THE REST OF THE GANG!!!,2 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Greg,5.0,"Anthony’s Coal Fired Pizza is one of my favorite places to go for a quick and relaxed meal.  It just is a consistent place to get pizza, wings and salad.  I haven’t tried any of their other entrees, but that’s because the meatball ricotta pizza and wings cooked to a Crispy perfection are too good to pass up.  Very hip and relaxed atmosphere on the inside unless you have a loud table of kids if that sort of thing bothers you.",8 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Raymond Lam,4.0,Wait staff was attentive and answered all questions regarding portion size which helped our order. We ordered the full size Tomato and Mozzarella and a small Cauliflower pizza. Perfect amount of food for two hungry people. The manager asked if we were please with the service. Good service and good food.,9 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Aram Papazian,5.0,Great place. Excellent food and service.,a month ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Nancy Sciabarasi,5.0,"Besides the pizza, wings and salad always being on point, the staff is always friendly and spot on.",3 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Sharon Goodman,5.0,"Had a wonderful meal.  Tried the new chicken parmigiana dish.  Excellent!  Looking forward to trying the new carnivori!  Looks delicious!  Dominic our waiter was very attentive.   Good service,  good food.  You must try.",10 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Diane Russo,5.0,"Great thin crust, fresh out of the oven, coal fired pizza. The cauliflower pie is one of my favorites along with the arugala salad with burrata. Delicious! Excellent wings too. Place does very get crowded. Off times are the best.",7 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Raymond Burke,5.0,"My favorite pizza point! Excellent location, always clean, and awesome service. I recommend this place!",8 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Crystal Teed,5.0,"Joseph was an excellent server. Friendly, knowledgeable and accommodating. Food was EXCELLENT!",6 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Helen McDonald,5.0,"One of my preferred places to grab some food. excellent location, always clean, and awesome service. I recommend this place!",9 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Cammie Omli,5.0,"The food is regularly fresh and yummy, workers hands out awesome customer service. I love how neat it is and ambience. Will visit here again.",10 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Fern Karhu,5.0,"Love going to Anthonys Pizza, Phil, the manager is an amazing warm friendly welcoming individual. The food is delicious. Try the cauliflower pizza and you'll make Anthony's a habit.",9 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Terence Coppinger,4.0,Good service and very good pizza.  Sandwhiches are also very good.  Casual dinning and great place for conversation,10 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Mike Stanco,5.0,"Great place to have a quality time and great food.
Pizza was wonderful.",7 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
matthew ferraro,3.0,"Not sure what happened tonight eggplant Marino was cold and there were whole tomatoes left on the pizza.  Place is usually on point, seems like they rushed preparing the meal.",7 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Karim Richard,5.0,"One of my preferred places to grab some food. excellent location, always clean, and awesome service. I recommend this place!",11 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Leonard Graczyk,5.0,Excellent small fish pizza. Fresh tomatoes on it. Eggplant was superb thin sliced,10 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Israel Duncan,5.0,"Awesome and delicious food, I loved the vibes this spot has, and the staff members were very nice. I will definitely visit here when I’m around.",11 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
James Blandi,4.0,A little pricey but the food and service were great!,10 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
vince ross,4.0,Anything's is good but their prices have really gone up. Can be a bit noisey when crowded.,a month ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Robert Soto,4.0,"I ordered family style stuffed shells with meatballs to go. Was told it only came with 2 meatballs ,I knew that wasn't enough so I ordered an extra 1 for s few more bucks. The price wasn't too bad for the size of meatballs it should have came with more. Besides that the service was great I had my food brought outside to my car where I was waiting and the taste was delicious. My wife and I loved it.",a year ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
D Bhat,5.0,"Absolutely yummy pizza, superb tomato mozzarella salad, and great atmosphere.",7 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Ryan O,5.0,"This may be the best pizza for miles. The staff has obvious pride, and for good reason. The food is perfect, not over done, nor ostentatious, just honest good Italian food. We tried the margarita and the meatballs, and both were exquisite.",a year ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Solow Sports,5.0,"Everything i try is amazing here.  Wings, pizza, classic dishes, etc.  You cant go wrong.",9 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Jacqueline George,5.0,Very nice place. Food was delicious.,7 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Dorothy,5.0,"Delicious food, wings out of this world, meatballs just perfect, pizzas ...wow",9 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Addison Lane,5.0,Food and service is always good.  Manager always there checking on customers and helping staff. Go there all the time. Never a bad meal.,a year ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Joshua Divirgilio,3.0,"I would give this place 5 stars but you can only enjoy 5 hour if you sit at the bar. Been twice with my wife and the bar is completely full and both times the management would not let us have the drinks at the happy hour rates. Kind of petty as most establishments are not so strict.
Will not be dinning in again.",a year ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
John cajowski,5.0,"Good service and food, nice bar also.",7 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Stephen Azzarello,5.0,Personal pizza with kalamata olives was excellent and my server was too.,11 months ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Christopher Haggerty,5.0,"Anthony's has amazing coal fired pizza! And you need to make sure you get their wings!! Killer combo! If you dint have time to dine in, they also have curbside pickup! Super convenient!! Favorite pizza/wings combination restaurant!",a year ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
Eric San José,3.0,"Easy to see right off of Jericho Turnpike servicing Commack and the adjoining areas of Suffolk County.   Plenty of parking and a wheelchair accessible entrance.   Reasonably priced.   Credit cards accepted.   Public Restrooms.   Nice staff.   Give it a try and you decide.

Thank you to the owner for responding.   We look forward to patronizing your establishment again soon.

Eric San José",a year ago,Open,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625
