Company Name,Address 1,City,State,Zip,Phone,Google Link,Company Name Processed,Status
Pizza Bolis,4903 Wisconsin Ave NW,WASHINGTON,DC,20016-4110,2022442800.0,"https://www.google.com/maps/place/Pizza+Boli's/@38.953571,-77.081794,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7c99523173e71:0xd0000e1af848afca!8m2!3d38.953571!4d-77.081794",pizza_bolis,
Pizza Bolis,1511 U St NW,WASHINGTON,DC,20009-3911,2024623100.0,"https://www.google.com/maps/place/Pizza+Boli's/@38.917155,-77.035119,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7b7dd397423e9:0xc7aa9fdfccc6e77!8m2!3d38.917155!4d-77.035119",pizza_bolis,
Pizza Bolis,417 8th St SE,WASHINGTON,DC,20003-2833,2025462900.0,"https://www.google.com/maps/place/Pizza+Boli's/@38.883162,-76.99518,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7b8330fb03fd5:0xc9ae14bc5998dbee!8m2!3d38.883162!4d-76.99518",pizza_bolis,
Pizza Bolis,3883 Glendale St,PHILADELPHIA,PA,19124-5507,2156135365.0,"https://www.google.com/maps/place/Pizza+Boli's/@40.005815,-75.101674,17z/data=!3m1!4b1!4m5!3m4!1s0x89c6b63150a53cd1:0x3928956b351e9636!8m2!3d40.005815!4d-75.101674",pizza_bolis,
Pizza Bolis,11540 Rockville Pike,ROCKVILLE,MD,20852-2752,3012300123.0,"https://www.google.com/maps/place/Pizza+Boli's/@39.046206,-77.11296,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7cc2525c8f473:0x3e92bbf949b6d686!8m2!3d39.046206!4d-77.11296",pizza_bolis,
Pizza Bolis,127 Bowie Rd,LAUREL,MD,20707-4631,3014830900.0,"https://www.google.com/maps/place/Pizza+Boli's/@39.096744,-76.847936,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7dd6cb03035e7:0xf4a114f914531780!8m2!3d39.096744!4d-76.847936",pizza_bolis,
Pizza Bolis,12949 Wisteria Dr,GERMANTOWN,MD,20874-2620,3015405000.0,"https://www.google.com/maps/place/Pizza+Boli's/@39.178414,-77.2699544,17z/data=!3m1!4b1!4m5!3m4!1s0x89b62c3dbffd59f9:0x932bb2b7b66c0d6d!8m2!3d39.178414!4d-77.2699544",pizza_bolis,
Pizza Bolis,703 Motter Ave,FREDERICK,MD,21701-4512,3016985200.0,"https://www.google.com/maps/place/Pizza+Boli's/@39.423317,-77.411794,17z/data=!3m1!4b1!4m5!3m4!1s0x89c9daf74625cb7d:0xb80b0dba7c120d64!8m2!3d39.423317!4d-77.411794",pizza_bolis,
Pizza Bolis,6206 Coventry Way,CLINTON,MD,20735-1555,3018560123.0,"https://www.google.com/maps/place/Pizza+Boli's/@38.78258,-76.899738,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7bc8c174489bd:0xa0efeeee81ffa1d3!8m2!3d38.78258!4d-76.899738",pizza_bolis,
Pizza Bolis,20012 Goshen Rd,GAITHERSBURG,MD,20879-1604,3019639600.0,"https://www.google.com/maps/place/Pizza+Boli's+Gaithersburg/@39.186256,-77.188957,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7d356b8422fe1:0x98fbeddfe533b8d6!8m2!3d39.186256!4d-77.188957",pizza_bolis,
