name,stars,text,timeSince,openStatus,key
Michael Smith,4.0,"The only reason this pizza place is not getting a five-star rating is that the prices are a bit high. Beyond that, just about everything else is well thought out and executed. Whether inside or in the courtyard, there's a clean and pleasant atmosphere to the entire setup. The menu is kinda limited, a big plus in this case. Wings, sandwiches, salads and pizza and they do a solid job on all of them. The service is friendly in a no nonsense kinda way.",a year ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Joe Andris,1.0,"The pizza is very inconsistent.  Sometimes, it is very good.  Tonight it was terrible.  Literally half the pizza had no cheese on it.",3 weeks ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
katelyn ferrell,5.0,Excellent spot for delicious pizza. Food was so appetizing. Certainly worth going back to. This place has many reviews for a reason.,a week ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Henry,5.0,Great food. Super fresh and tasty. A bit on the pricey end but you are getting quality food.,3 weeks ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Eric,5.0,Great pizza and loved the fact all products were fresh. Excellent customer service by Alexandra,a year ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Michele Cordeau,4.0,"Great pizza always.  It is now very difficult to dine inside.  Outside patio is just too hot, fans don't help.",a week ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Jaqueline Bello,4.0,Their pizza is the best. They have great customer service. The place is very clean and high maintenance. I definitely recommend this place,a month ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
JACOB KLAUS,1.0,"Like some other recent reviewers, I’ve frequented this restaurant before COVID and it was great.  Tonight, it seemed like they were trying to save money by skimping on toppings.  Worse, though, was that the table was dirty when we arrived.  You could still see the wet rings where the previous diners had set their glasses.  Someone came and wiped down the table, but later in the meal my son noticed that his napkin was stuck to the table.  I’m making a point to go out and keep local businesses alive by dining out- the restaurants have an obligation to- at a minimum- give me a clean safe place to eat.  Won’t be bringing my family back to Anthony’s any time soon.",2 months ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Gloria Calderon,2.0,We just ordered from here first time since Sicilian oven is not in UE. Meatballs and other ingredients on the pizza were good and tasty. Crust was very toasted though almost burned. Not bad but not good either.,a month ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Marcelo Colella,1.0,"I ordered three pizzas last night, in Weston, one Margherita, one Arugula and one half pepperoni half bacon and I went to pick them up in person. We had friends over for dinner at home. It was really a disappointment, they were very thin and seemed painted red, and the taste did not exist. My wife always orders at noon on her work at sunrise, that's why we asked but for me it was $ 70 thrown away. They forgot to take care of the quality, a lack of respect for the customer to deliver a pizza like that. No more",2 months ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Tall Blonde,1.0,"I am so disappointed in Anthony’s. I’ve been going here for years and in the beginning it was great. That’s when Anthony Junior owned it. But since he sold it it has gone downhill. The last two times that I’ve had the pizza it was way too thin and tasted like cardboard. I don’t know know what the management has done, but the ingredients are subpar and the taste just isn’t there. The first time we had a pizza and it was bad, I thought maybe it was a fluke, maybe there was a bad pizza maker that night. Couple months later we ordered another pizza and it was just as bad. Twice in a row, he he’s not getting my money a third time for cardboard pizza. So sad, because I used to really like this place.",4 months ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Sandra Delprete,2.0,Picked up I will order grant you we had to wait a  while because of all the rules and regulations because of the virus… The salad it was fantastic the meatballs were great and the pizza was ice cold.. very disappointed..,4 months ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Jack Fersthon,4.0,"Why do I eat deep dish pizza? I can leave a place like Little Star with a comfortably full belly and then two hours later I'm crazy full. It's like the opposite of Chinese food.
So, while I vow to never go back here, I have to admit it tasted pretty good.",2 weeks ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Nicoleen Dillard,5.0,"Haven't been here in years the entire menu is absolutely delicious. Love that you can order items to just share with the table. The salads, wings, pizzas yummy and don't forget dessert.",6 months ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Bob Hillard,5.0,Absolutely delicious wings and pizza.....and beer. Lol. Definitely recommend as we always go to when in Florida. Nice atmosphere and very clean. Waiter was great.,7 months ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
mike,1.0,"Anthony's used to be the best place to get pizza and I would always recommend it. It has changed for the worst, seems like they lowered their quality to compete with the chains. Dominos is better though, don't waste your money buying low quality expensive pizza. The moto was ""well done pizza"" not anymore,  rubber crust without any noticeable cheese. Done spending my money here any recommendations for a good pizza??",5 months ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Juan Carlos,5.0,"Ate here a few days ago with friends. I didn't make a reservation so we had to wait about ten minutes for a table.
But well worth the wait . I love coal fire pizza !  The look and taste of the pizza is just so much better than a typical pizza oven.
Also the restaurant interior is very nice and our waitress was friendly and accommodating .
Will definitely be back .",8 months ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
George Walker,5.0,"I have not had a bad pie here.  The crust is thin and crisp.  The do char the edge but if you don't like that just don't eat it.  The pie comes out quick, not a regular pizza oven.  The wait staff are pleasant and get the drinks quickly.  I recommend eating here.",a year ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Gregory Sanes,4.0,Good stuff. I love the wings.,7 months ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Claire Taylor,1.0,Ordered from Anthony's in Weston support our local restaurants. Please check your pizza before driving home half ours burnt very disappointed.,2 months ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Frank C,1.0,"I had such high expectations for Anthonys, and boy did the google reviews deceive me. I never make reviews for anything, but in this instance I NEEDED to. This was by far the WORST pizza I have ever eaten in my whole entire life. I am not even exaggerating, $5.99 all you can eat at Cici's 10x better and actually cooked. This pizza came as pictured and I wasn't able to finish a single slice. I would not recommend this pizza to anyone. This restaurant should be ashamed.",a year ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Jareau Almeyda,4.0,"This spot is as typical as any other Anthony's. Food here is good. Service is dependable. Place is clean. Parking is plentiful. The ribs, dry, with the sauce on the side, makes a great accompaniment to any pizza. And the eggplant starter is very, very interested. Give that a go. You won't be disappointed.",a year ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Chelsea Kirkpatrick,4.0,Pizza was delicious! Definitely try the meatball ricotta pizza.  Service was a little slow though. Two servers came to our table to introduce themselves but it took a good ten minutes to flag someone down for parmesan.  But the food came out fast and hot as always!,3 months ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
Rick Feliciano,2.0,Had issue with dust falling on our table from overhead Air Ducks....Food and drinks had to be replaced and our party of 5 Adults and 2 toddlers had to be reseated in another location. Management took care of bill. Server and management were very accommodating.,9 months ago,Open,Anthony's Coal Fired Pizza 4527 Weston Rd WESTON FL 33331-3139 (954) 358-2625
