name,stars,text,timeSince,openStatus,key
Nestaly Torres,5.0,"Great Pizza, Great customer service.",a month ago,Open,Anthony's Coal Fired Pizza 2801 NW 87th Ave DORAL FL 33172-1603 (305) 718-8499
Mike Zecchino,5.0,Ordered a 12” meatball and ricotta pizza and small traditional Italian salad.  It was plenty of food for my wife and I.  Salad was great and the pizza was fantastic.  Coal cooked pizza is quick and give the pizza crust the perfect texture.  To top it off the staff was very friendly and attentive.  Would love to come back soon!,a year ago,Open,Anthony's Coal Fired Pizza 2801 NW 87th Ave DORAL FL 33172-1603 (305) 718-8499
Herschel Grangent,3.0,"Really good service (considering the COVID restrictions), but the pizza was nothing to write home about.",a month ago,Open,Anthony's Coal Fired Pizza 2801 NW 87th Ave DORAL FL 33172-1603 (305) 718-8499
Jacky Mata,5.0,"If you like thin crust pizza this is the place for you.

I have eaten here and I have ordered take out.
Take out is amazing because what I order is always ready really fast.

And if you want to order dessert, the cheesecake they have in the menu is really good too.",2 months ago,Open,Anthony's Coal Fired Pizza 2801 NW 87th Ave DORAL FL 33172-1603 (305) 718-8499
Joy Taylor,5.0,I was very impressed with the pizza. Great flavor. The wings were good too.,2 months ago,Open,Anthony's Coal Fired Pizza 2801 NW 87th Ave DORAL FL 33172-1603 (305) 718-8499
Fran Ross,5.0,"Great pizza, and that coal oven roasted chicken sandwich, out of this world.
Thank you for given us a wonderful food. I feel lucky to have you close by.",a month ago,Open,Anthony's Coal Fired Pizza 2801 NW 87th Ave DORAL FL 33172-1603 (305) 718-8499
V T,5.0,"Excellent experience today for lunch!
My husband and I shared an Italian salad (more than enough for two people) and we shared a 12’ fresh mozzarella basil, tomatoe pizza, all so good and yummy
The service was outstanding by Henry and we met Lexie (Corporate officer) who was so warm and friendly as well!
We will be back soon & highly recommend stopping by😄",3 months ago,Open,Anthony's Coal Fired Pizza 2801 NW 87th Ave DORAL FL 33172-1603 (305) 718-8499
Brian Passmore,5.0,"Great pizza. Price is a little high. 12"" is $20 but it's good quality. Would definitely come back if I lived local.",2 months ago,Open,Anthony's Coal Fired Pizza 2801 NW 87th Ave DORAL FL 33172-1603 (305) 718-8499
Augusto Escobar,2.0,"Pizzas are good, but the waiting time is awful. As a customer you will wait around 45min for your order and if you're a Delivery guy expect to get complaint about how cold the pizza is when you arrived because they take forever. Buy pizza here if you have more than an hour to wait.",a week ago,Open,Anthony's Coal Fired Pizza 2801 NW 87th Ave DORAL FL 33172-1603 (305) 718-8499
Carla Houston,4.0,"Just visiting Miami, FL but if all the pizza places in town are half as good as this one then San Fran has to be rated the best pizza city in the world. This place is doing a number on my taste buds and keeping that line out the door moving! Keep kicking butt guys!",3 months ago,Open,Anthony's Coal Fired Pizza 2801 NW 87th Ave DORAL FL 33172-1603 (305) 718-8499
