name,stars,text,timeSince,openStatus,key
Steven Glaser,2.0,"Staff was very nice and I almost feel bad leaving this review, but the pizza was genuinely terrible :(

Pizza was burnt, there was WAY to much pepper, there were large chunks of onion, and very little sausage on my sausage, pepper, and onion pizza.

For $24 for a 12"" pizza with 3 toppings I expected great pizza. Instead I received the opposite. It seems like there are many 5 star reviews so I'm sure this was a fluke, but boy were we disappointed.",2 months ago,Open,Anthony's Coal Fired Pizza 48 Walkers Brook Dr READING MA 01867-3224 (781) 944-8454
Christopher Berlin,4.0,Love their brick oven pizza. A bit pricey for pizza. Check out all of their other menu selections as well. Good place for a quick drop in before an IMAX movie up the block at Jordans Furniture.,7 months ago,Open,Anthony's Coal Fired Pizza 48 Walkers Brook Dr READING MA 01867-3224 (781) 944-8454
Jonathan Nicholas,5.0,"I arrive at this excellent restaurant many times because I enjoy the good mood that is part of this place. The staff is extraordianrillyremarkably loving and qualified. The service is certainly rapid. Needless to say, the food they serve is outstanding. I visited often and I was always pleased. The expense is decent. I recommend this restaurant to my friends and family.",6 months ago,Open,Anthony's Coal Fired Pizza 48 Walkers Brook Dr READING MA 01867-3224 (781) 944-8454
Ash Jain,5.0,We hosted an intimate party at Anthony’s. So glad we picked this place! Carlos was amazing to work with and made sure the set up was social distancing appropriate. Our waitress was very accommodating and attentive. The guests loved the experience and raved about the food. Highly recommend them and will surely be coming back soon for the long hot finger pepper pizza.,a week ago,Open,Anthony's Coal Fired Pizza 48 Walkers Brook Dr READING MA 01867-3224 (781) 944-8454
Marc-Albert Mazurié,5.0,Really nice place great food and people who do care about their customer,2 years ago,Open,Anthony's Coal Fired Pizza 48 Walkers Brook Dr READING MA 01867-3224 (781) 944-8454
Trisha Ferro,5.0,We had dinner at Anthony’s this past weekend and had Will as our waiter. I cannot compliment Will enough on his knowledge and friendliness! I have to say that whoever is responsible for the training at this location does an outstanding job! Every time my husband and I have eaten at this restaurant our experience has been nothing but great from the wait staff to the food!!!!,6 months ago,Open,Anthony's Coal Fired Pizza 48 Walkers Brook Dr READING MA 01867-3224 (781) 944-8454
Celelana Arone,5.0,The absolute best pizza! Great staff as well. I’ve been eating here for years and it’s still as good as the first time I went!,4 months ago,Open,Anthony's Coal Fired Pizza 48 Walkers Brook Dr READING MA 01867-3224 (781) 944-8454
David Mangan,5.0,"Great food, courteous staff, prompt service.  Veteran and essential staff discounts",a month ago,Open,Anthony's Coal Fired Pizza 48 Walkers Brook Dr READING MA 01867-3224 (781) 944-8454
Katrin Wynns,5.0,"I had a great experience at Anthonys. The food was amazing, and the service was even better. Julia J was my waitress and she was very nice and always aware of our table. She made sure we had whatever we needed and that we were taken care of. I would recommend this place to a friend and definitely hope to get Julia J as a server again.",8 months ago,Open,Anthony's Coal Fired Pizza 48 Walkers Brook Dr READING MA 01867-3224 (781) 944-8454
Devin Paolucci,5.0,"I had a great experience here, delicious food and our server Jake was fantastic! He was very nice and helpful with ordering our food and kept checking on us to make sure we had everything we needed/wanted! I would definitely go back and ask for Jake’s table!",8 months ago,Open,Anthony's Coal Fired Pizza 48 Walkers Brook Dr READING MA 01867-3224 (781) 944-8454
