name,stars,text,timeSince,openStatus,key
D00MSL4Y3R B.,5.0,"I have worked in the grand opening back in 2008 and for a couple of months, so my opinion might sound bias but I promise that it isn't it. If you are looking for thd best, least fattening, and healthy pizza then this is the place that you would love to go to. The best thing that keeps me going back to this place for the last 12 and recommending it to people are the caramelized wings, the atmosphere, and the service. Amazing place to go and have a nice conversation, nice and romantic atmosphere and date, and just to have an IPA or a glass of wine.",a month ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
lillian rodriguez,5.0,Delicious and amazing... need I say more!!! Nothing beats Anthony’s pizza! We always pick one up and eat it in the hotel room after a long day in the parks! Trust me it’s good!,2 days ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
Aaron Willard,5.0,Great pizza love it everyone I come,a week ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
Quinn,5.0,Great pizza!,a week ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
Alejo R,5.0,"Great customer service, great pizza, awesome wings. You can not go wrong here! If y are looking for some pizza $$",a month ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
Gregory Hoehler,5.0,One of our favorite places to go with friends and family. The wings and pizza are our favorite.,3 weeks ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
Robin Seligson,5.0,"Wonderful, unique flavors! You must try the calliflower!",a month ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
Brice Korondi,5.0,Wings are amazing and loved the meatball sandwich,3 weeks ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
Kenny Miller,5.0,The best pizza and wings. Kay was one of the best bartenders.   She made us feel at home.   Thanks. B,3 weeks ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
Jonaz Munoz,3.0,"While staying at the westgate resort, we decided to order pizza and wings and chose this place. What a mistake. The pizza was cold and hard. Couldn't even finish it. The wings were decent and still had to put it on the microwave. I don't think I will order from them again.",a month ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
Laurie C,5.0,Great food and service at a fair price,a month ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
M,5.0,"Great food & fresh ingredients.
Helpful & friendly staff!
Will be coming back when I'm in the area.",3 weeks ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
latisse Gonzalez,5.0,Always love to come here and then Osceola Park right up the block. What a beautiful day no rain had blast.,3 weeks ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
Jason Graves,4.0,This pizza is always super delicious. I also absolutely love the service here. You have a great team thanks again.,a month ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
Timothy Bernardi,5.0,Consistently the best pizza in town. Great crisp crust. Absolutely delicious. During our last visit our server Anna was the TOPS! Very sweet and courteous. Well done ACFP!,a month ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
Darren,4.0,"New Haven style pizza, thin crust, slight charring from the coal oven, almost a little burned but in a good way, with fresh tomato sauce. Definitely one of the best pizza places in Orlando.

If you’re from New York or Connecticut and miss good pizza, try Anthony’s.",4 months ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
Julianna Pritchett,5.0,"We came here and had dinner. The Regional manger was in and was very kind to us. We tried the meatballs, which are great you should get them! The wings which were on the dry said but had a nice smoky flavor due to the coal process of cooking and we had a pizza which was really good! We also met with the manger Neil who was very kind! Will be coming back! They also offer military discount!",6 months ago,Open,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466
