name,stars,text,timeSince,openStatus,key
tammy barlow,5.0,I absolutely love the pizza 💕,4 weeks ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Fulton Ivy,5.0,I ordered from Uber Eats waited 55 minutes and then got a cancellation notice for no reason stated. My wife called Anthony's directly and they had the order which we asked to hold for us and I would pick up. By the time I arrived at Anthony's we were going on 1 hour and 35 minutes. Long story short they were very busy & Vicki the mgr along with Ursula were extremely helpful & ended up turning around a bad situation into a very good one.,a week ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Vesh Naseer,5.0,"Love the ambience, the great-tasting pizza and the lovely staff.",a month ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Paolo Saieh,5.0,These people know how to make their pizzas. It was takeout and still amazing. The crust is perfectly baked almost crunchy but still chewy like a good bread. Ingredients and good quality. If you like pepperoni 🍕 it’s delicious 😋,3 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Kat De La Rosa,5.0,I really love their pizza....the staff is great and the restaurant is very clean.,4 weeks ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Poch,4.0,Great pizza. Was pleasantly surprised for a chain. Meatballs were great too but the spaghetti sauce needs work... too much pepper as well.,7 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Jhulyland,5.0,"CLEAN STORE & GREAT MANAGEMENT!!!

This was my first time at this restaurant and the store was extremely clean. Our server Fabiola was amazing and attentive! The food was fresh & tasted great! The best part is one of the managers Jose Laguerre stopped by our table & asked about our experience and feedback. I will definitely be back!!",3 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
George Alonso,4.0,"Food is delicious! Service is good! This place has perfected their craft! Pizza will always come out well done and taste delicious. You can't go wrong here with  pizza or even wings. This location has a bar with tv and a full menu option!

Food may take awhile to come out if the restaurant is packed! They only have one massive oven for all the pizzas so be patient and order an appetizer. Enjoy",7 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Raymond A. Guzman,4.0,"The in-dining experience really makes Anthony's special. Quality food preparation is complemented by friendly service and good music.

While prices are fair, I strongly recommend signing up for their Rewards program - which returns 10% of all dine-in or takeout purchases, net of tax.",3 weeks ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Catherine Corrigan-Perez,5.0,"We wanted to highly recommend Anthony's Coal-fire Pizza in Pinecrest, FL. During this isolation time, we have been trying new menu options and we ordered the Carnivore pizza adding mushrooms, onions, tomatoes and extra cheese. This is truly the best pizza we have ever had. It is so scrumptious we came back today for a 2nd time this week and this amazingly delicious pizza tasted even better. It is loaded, the sauce is tangy, the crust is thin and so tasty, it's just perfect. Thanks to all the staff at Anthony's. Really tremendous and fantastic friendly customer service. 5 stars!!!! Thanks again, Cathy & Jose Miguel",5 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
User 101,1.0,I had the worst customer service experience at Pinecrest branch from the blonde girl at the cashier. The food was late 35 minutes for pickup up and that girl didn't even want to bring the food when it's ready to my car while I'm waiting outside of the restaurant to maintain social distancing. She was very rude and vulgar. Will never go to that branch again!!!,a month ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Geroge cullim,5.0,"Friendly staff, great food! My order is always ready extremely fast!",2 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Shawn Campbell,5.0,"I really wish one could review on a 10 point scale vs. 1-5 stars, because, I really like to reserve 5 stars for perfection in terms of quality, ambience, service and price. Ideally, I'd give this marvelous restaurant 4.5 stars only because they're quite pricey for pizza, even given the excellent quality. As for location and ambience, the facility is marvelous! We really enjoyed our time and relaxation. The background music was very enjoyable. The pizza was outstanding! Really one of my favorites. We really enjoyed the charred flavor of the crust and the thin texture. As mentioned, the 12"" pizza with 2 toppings was a bit pricey (if I recall $18). The grilled wings were very good, even if not the usual hot-wings I tend to prefer. Finally, the service was very good. I'll definitely return.",a year ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Nikola Patterson-Molina,5.0,Amazing pizza and service. Curbside pickup has bean great during the pandemic.,3 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Irene M,3.0,"excellent pizza  if you can get it...but they forgot to give my order to the doordash delivery person so I have no dinner tonight! I called and
after 15 minutes on hold, I was disconnected.
super disappointed in service guys....
how can I support my local economy if they forget my food? looks like it's salad again",4 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Step deRdeR,5.0,"Do you want to try fresh , real , tasty pizza? Well this is a must to try and be part of ! Sounds like I've been paid of, but noooo I just love how love can be express in some many ways and Anthony's coal fired pizza is one of it! Love it!!",6 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Martha Pelaez,5.0,Their Brick oven pizza with roasted peppers.  Awesome,2 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Bernard Bohn,1.0,"After years going there, I ordered today on Uber Eats and the order was sent incomplete.  After calling the restaurant for help the host there could care less and hun up the phone.  I had to drive over there to get the rest of the order and the treatment was even more rude.  This guy just damages the image of the restaurant and does not deserve to be a representative of ACP.  I simply wont order there for a long time just because of this.  Wasted 80 buck on cold pizza and aggravation because on just one person ruining the dining experience.  I am a long time Pinecrest resident and have been usual visitors to the household restaurants in the area.",3 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Henry A,5.0,"Good pizza and staff, price was also good.",a year ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Pedro Orellana,5.0,The Carnivori is a meat lovers perfection and The Meatball & Ricotta is transcendent. My favorite pizza chain.,3 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Ray 0135,5.0,"I was seated quickly. Service was great and was very impressed by the approach of the manager, Jose. He was very attentive all night making sure the service was excellent. I’d definitely go back.",7 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Michael Grenier,5.0,Been coming to Anthony’s for quite awhile now and there pizza never disappoints!,3 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
Brian Rippel,4.0,Food was great! Drink was great! The service was a little lacking but well let it slide. It was very busy. I will return and hopefully will be able to give 5 stars.,9 months ago,Open,Anthony's Coal Fired Pizza 10205 S Dixie Hwy PINECREST FL 33156-3167 (305) 740-5800
