name,stars,text,timeSince,openStatus,key
thahman187,4.0,"Looks like you have to change to ""Permanently Closed"". I went on their Facebook page and it says they're not re-opening. I work and walk past there daily and from what I see inside, everything is pretty much gone, just the chairs on top of the tables and the menus shoved up under the take-out register. That's unfortunate. I liked their pizza and their grilled Chicken Wings. I heard the new management kinda changed and the quality of the food wasn't the same, or maybe the nearby Blaze Pizza was threatening their business. This is what happens when a business gets taken over by a corporate conglomeration. I heard 3 of their restaurants closed on Long Island and now I have a $25 gift card I'll never get to use. I know the pandemic took a toll on the restaurant industry, but I thought they would have survived. Until the next restaurant...",2 months ago,Open,Anthony's Coal Fired Pizza 264 Main St WHITE PLAINS NY 10601-2404 (914) 358-9702
Naomi Golding,5.0,My ultimate FAVORITE Pizza spot. The pizza is truly amazing. The rose sangria is delicious. The salads are bomb. The downstairs bathroom always smells a little weird but at least it’s downstairs lol. The staff is always sweet and accommodating. I’ll continue to go here forever.,7 months ago,Open,Anthony's Coal Fired Pizza 264 Main St WHITE PLAINS NY 10601-2404 (914) 358-9702
ajvent68,4.0,"I always enjoyed my time at Anthony's, particularly ""Martinis and Meatballs"" Wednesdays, but unfortunately they are no longer operating in White Plains.  On the plus side, Chazz Palminteri will be opening a new restaurant on the site, which will also feature coal-fired pizza.  It will also have a small market within.   An article in Lohud.com from 9/17/20 confirms this.",a week ago,Open,Anthony's Coal Fired Pizza 264 Main St WHITE PLAINS NY 10601-2404 (914) 358-9702
Kathy Sanchez,5.0,"Came out for an anniversary dinner and Stopped by this  pizza spot near the hotel and so worth it the service was out standing, Jill was our server and  she was a phenomenal server with great knowledge of the menu. So worth the trip from the Bronx to Sample the wings and giant meatballs.  We will definitely come back with the family.",7 months ago,Open,Anthony's Coal Fired Pizza 264 Main St WHITE PLAINS NY 10601-2404 (914) 358-9702
Adam Hyman,5.0,This place is very good.  As soon as we got here Jillian welcomed me.  She was fantastic great service explained the menu.  She did not mind if we had questions.  The meal came out nice and prompt and food was hot.  Jillian check on us through out the meal.  I highly recommend Jillian.,9 months ago,Open,Anthony's Coal Fired Pizza 264 Main St WHITE PLAINS NY 10601-2404 (914) 358-9702
JT Mons,5.0,"I’m in this place all time, and definitely the best deli to grab a quick lunch/breakfast in Wplains.. The menu is so huge; I’m always trying to figure out what I want?I usually go w the Freddy special, and the dude on the grill knows how to make it just right!! I’m always in there, and I like the fact when I get off the bus I don’t have to go no less then 5 feet!! You guys are awesome!!!!",8 months ago,Open,Anthony's Coal Fired Pizza 264 Main St WHITE PLAINS NY 10601-2404 (914) 358-9702
Don s,4.0,"Now if your ever in the area this is the place to stop by and have some good pizza. The customer service was amazing. My son and I set in the bar area and the Bartender was super polite and very helpful. The pizza was out of this world great only one small problem that's why not 5 stars there was a back draft from the pizza over amd got really smokey to were they had to open the front doors and in middle of winter it got cold fast..other then that great place to take the family to for good food, wine or a beer.",7 months ago,Open,Anthony's Coal Fired Pizza 264 Main St WHITE PLAINS NY 10601-2404 (914) 358-9702
Smitty44,4.0,"I've been to a few Anthony's and I must say that I've had a great experience in each one.  I usually order the same things every time.  We get a salad or meatballs which are very good and always a pizza.  Usually a margarita pie.  Sometimes I get the chicken wings, which are honestly excellent.  They are char grilled.  They also have some good beers on tap.  Overall, for a chain restaurant I'm always impressed with Anthony's.",10 months ago,Open,Anthony's Coal Fired Pizza 264 Main St WHITE PLAINS NY 10601-2404 (914) 358-9702
N Roman,4.0,"The restaurant had a good atmosphere.  The service is good once they establish who is your server. We had 3 , the 3rd was excellent. We ordered 3 dishes. The salad was very fresh. The meatballs were unbelievable for restaurant meatballs.  They were very moist and cooked perfectly.  The eggplant was extremely over cooked, charred in all actuality.  Once our server returned to the table, we pointed it out and he was very understanding and brought us a new order that was cooked well.",11 months ago,Open,Anthony's Coal Fired Pizza 264 Main St WHITE PLAINS NY 10601-2404 (914) 358-9702
jimmy b,4.0,"We had the wings and a small pizza with sausage and pepperoni which I thought we're very good.wednesday night band came out and played for a hour which was a nice touch.this is a must try place,very enjoyable.only downside was the parking.",10 months ago,Open,Anthony's Coal Fired Pizza 264 Main St WHITE PLAINS NY 10601-2404 (914) 358-9702
Carlton Gamble,4.0,Great drinks and great pizza!!! It does have a strange open area in the front but I till had a great time there. Oh they had live music when I was there. Very nice.,a year ago,Open,Anthony's Coal Fired Pizza 264 Main St WHITE PLAINS NY 10601-2404 (914) 358-9702
Jonathan Nicholas,5.0,"Great coal fired pizza, with many selections in terms of toppings for all palates! Also a wonderfully stocked bar with locals brews! Just ask! Great atmosphere, perfect for a casual date or to grab a drink with friends!",7 months ago,Open,Anthony's Coal Fired Pizza 264 Main St WHITE PLAINS NY 10601-2404 (914) 358-9702
Madelin Bosques,5.0,The pizza in here  is amazing I love it the wings are delicious omg I love this spot the won our hearts love the service too!will come again,2 years ago,Open,Anthony's Coal Fired Pizza 264 Main St WHITE PLAINS NY 10601-2404 (914) 358-9702
