Company ID,Industry ID,Industry Name,Company Name,Address 1,City,State,Zip,Listing Type,Country,Phone,Parent_ID,Parent Name,Parent City,Parent State,Parent Zip,Headquarters ID,HQ Name,HQ City,HQ State,HQ Zip,Store No,Store Weekly Volume,FIPS,FIPS_DESC,CBSA,CBSA_DESC,MSA,MSA_DESC,PMSA,PMSA_DESC,Lat,Lon,GeoLevel,MatchStatus,Score,Drive-Thru Window,Wi-Fi
1000927718,51,Locations: Chain Restaurants,McDonald's,1 Herman CR,HOUSTON,TX,77030,Location,United States of America,7136394699.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,55710.0,48201.0,HARRIS,26420.0,"Houston-The Woodlands-Sugar Land, TX",3362.0,"HOUSTON-GALVESTON-BRAZORIA, TX",3360.0,"HOUSTON, TX",29.7220973,-95.3897965,Approximate,,,Drive-Thru Window,Wi-Fi
1000927902,51,Locations: Chain Restaurants,McDonald's,10 South 710 Rt 83,WILLOWBROOK,IL,60527,Location,United States of America,6303237308.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,52040.0,17043.0,DUPAGE,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",1602.0,"CHICAGO-GARY-KENOSHA, IL-IN-WI",1600.0,"CHICAGO, IL",41.7174419,-87.9454945,Approximate,,,Drive-Thru Window,Wi-Fi
1000928135,51,Locations: Chain Restaurants,McDonald's,100 Walmart Dr,ELIZABETHTOWN,KY,42701-5548,Location,United States of America,2707630064.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,49300.0,21093.0,HARDIN,21060.0,"Elizabethtown-Fort Knox, KY",,,,,37.732621,-85.88237600000001,Approximate,,,Drive-Thru Window,Wi-Fi
1000928896,51,Locations: Chain Restaurants,McDonald's,10201 Belle Plaine Ave,SCHILLER PARK,IL,60176-1875,Location,United States of America,8476781978.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,51270.0,17031.0,COOK,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",1602.0,"CHICAGO-GARY-KENOSHA, IL-IN-WI",1600.0,"CHICAGO, IL",41.950495000000004,-87.882887,Approximate,,,Drive-Thru Window,Wi-Fi
1000929359,51,Locations: Chain Restaurants,McDonald's,1049 Old Durham Rd,ROXBORO,NC,27573,Location,United States of America,3365979237.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,47950.0,37145.0,PERSON,20500.0,"Durham-Chapel Hill, NC",,,,,36.376843900000004,-78.98486740000001,Approximate,,,Drive-Thru Window,Wi-Fi
1000929659,51,Locations: Chain Restaurants,McDonald's,10655 Folsom Blvd,RANCHO CORDOVA,CA,95670-4828,Location,United States of America,9163610285.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,51070.0,6067.0,SACRAMENTO,40900.0,"Sacramento-Roseville-Arden-Arcade, CA",6922.0,"SACRAMENTO-YOLO, CA",6920.0,"SACRAMENTO, CA",38.59614929999999,-121.29179840000002,Approximate,,,Drive-Thru Window,Wi-Fi
1000929814,51,Locations: Chain Restaurants,McDonald's,10771 Gulf Blvd,TREASURE ISLAND,FL,33706-4705,Location,United States of America,7273606110.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,51010.0,12103.0,PINELLAS,45300.0,"Tampa-St. Petersburg-Clearwater, FL",8280.0,"TAMPA-SAINT PETERSBURG-CLEARWATER, FL",,,27.769976,-82.769334,Approximate,,,Drive-Thru Window,Wi-Fi
1000930050,51,Locations: Chain Restaurants,McDonald's,1095 Industrial Pkwy,SARALAND,AL,36571-3719,Location,United States of America,2516755199.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,48210.0,1097.0,MOBILE,33660.0,"Mobile, AL",5160.0,"MOBILE, AL",,,30.799387199999998,-88.0970932,Approximate,,,Drive-Thru Window,Wi-Fi
1000930637,51,Locations: Chain Restaurants,McDonald's,1111 S Figueroa St,LOS ANGELES,CA,90015-1300,Location,United States of America,2137427463.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,62700.0,6037.0,LOS ANGELES,31080.0,"Los Angeles-Long Beach-Anaheim, CA",4472.0,"LOS ANGELES-RIVERSIDE-ORANGE COUNTY, CA",4480.0,"LOS ANGELES-LONG BEACH, CA",34.043088700000006,-118.26641809999998,Approximate,,,Drive-Thru Window,Wi-Fi
1000931590,51,Locations: Chain Restaurants,McDonald's,11820 Abrams Rd,DALLAS,TX,75243-4502,Location,United States of America,9726904679.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,58630.0,48113.0,DALLAS,19100.0,"Dallas-Fort Worth-Arlington, TX",1922.0,"DALLAS-FORT WORTH, TX",1920.0,"DALLAS, TX",32.910021,-96.73508100000001,Approximate,,,Drive-Thru Window,Wi-Fi
1000931417,51,Locations: Chain Restaurants,McDonald's,1169 W El Camino Real,SUNNYVALE,CA,94087-1026,Location,United States of America,4082457640.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,60930.0,6085.0,SANTA CLARA,41940.0,"San Jose-Sunnyvale-Santa Clara, CA",7362.0,"SAN FRANCISCO-OAKLAND-SAN JOSE, CA",7400.0,"SAN JOSE, CA",37.373862,-122.05483000000001,Approximate,,,Drive-Thru Window,Wi-Fi
1000931835,51,Locations: Chain Restaurants,McDonald's,120 Terrace Ave,COLDWATER,OH,45828-1517,Location,United States of America,4196781124.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,48230.0,39107.0,MERCER,16380.0,"Celina, OH",,,,,40.480618,-84.61954490000001,Approximate,,,Drive-Thru Window,Wi-Fi
1000931975,51,Locations: Chain Restaurants,McDonald's,1201 Morgantown Rd,BOWLING GREEN,KY,42101-9202,Location,United States of America,2708423156.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,49050.0,21227.0,WARREN,14540.0,"Bowling Green, KY",,,,,36.986792,-86.483954,Approximate,,,Drive-Thru Window,Wi-Fi
1000933171,51,Locations: Chain Restaurants,McDonald's,12850 L St,OMAHA,NE,68137-2078,Location,United States of America,4023336175.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,50430.0,31055.0,DOUGLAS,36540.0,"Omaha-Council Bluffs, NE-IA",5920.0,"OMAHA, NE-IA",,,41.214732,-96.11381109999999,Approximate,,,Drive-Thru Window,Wi-Fi
1000933896,51,Locations: Chain Restaurants,McDonald's,13310 Telegraph Rd,SANTA FE SPRINGS,CA,90670-4016,Location,United States of America,5629413083.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,54640.0,6037.0,LOS ANGELES,31080.0,"Los Angeles-Long Beach-Anaheim, CA",4472.0,"LOS ANGELES-RIVERSIDE-ORANGE COUNTY, CA",4480.0,"LOS ANGELES-LONG BEACH, CA",33.940259499999996,-118.0494701,Approximate,,,Drive-Thru Window,Wi-Fi
1000934976,51,Locations: Chain Restaurants,McDonald's,14215 FM 2100 Rd,CROSBY,TX,77532-9152,Location,United States of America,2814628303.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,48530.0,48201.0,HARRIS,26420.0,"Houston-The Woodlands-Sugar Land, TX",3362.0,"HOUSTON-GALVESTON-BRAZORIA, TX",3360.0,"HOUSTON, TX",29.8943524,-95.065638,Approximate,,,Drive-Thru Window,Wi-Fi
1000935303,51,Locations: Chain Restaurants,McDonald's,1450 Ala Moana Blvd,HONOLULU,HI,96814-4608,Location,United States of America,8089732351.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,52930.0,15003.0,HONOLULU,46520.0,"Urban Honolulu, HI",3320.0,"HONOLULU, HI",,,21.2913437,-157.8436875,Approximate,,,Drive-Thru Window,Wi-Fi
1000935202,51,Locations: Chain Restaurants,McDonald's,14401 Northern Blvd,FLUSHING,NY,11354-4230,Location,United States of America,7183582416.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,60870.0,36081.0,QUEENS,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",5602.0,"NEW YORK-NORTHERN NEW JERSEY-LONG ISLAND, NY-NJ-CT-PA",5600.0,"NEW YORK, NY",40.764922999999996,-73.823349,Approximate,,,Drive-Thru Window,Wi-Fi
1000936077,51,Locations: Chain Restaurants,McDonald's,1511 Benevue Rd,ROCKY MOUNT,NC,27804,Location,United States of America,2524420438.0,1000017996,McDonald's Corporation,CHICAGO,IL,60607,,,,,,,48880.0,37127.0,NASH,40580.0,"Rocky Mount, NC",6895.0,"ROCKY MOUNT, NC",,,35.977954100000005,-77.8123426,Approximate,,,Drive-Thru Window,Wi-Fi
