name,stars,text,timeSince,openStatus,key
Dasha Motsar,5.0,Tasty simple chicken wings and wood oven crispy pizza😋recommended spot for RI travelers and locals.,3 weeks ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
Christopher Truppi,5.0,"Anthonys wings were great with the caramalized onions.
Pizza crisy and delicious",a month ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
Nelson Pedro,4.0,Nothing like coal fired pizza. Pizza and sauce are good.  Environment is clean and simple. The enclosed patio seating is a plus.  Full bar available.,2 weeks ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
CH H,5.0,"After multiple visits to this Anthony's Cranston location, I had to post a good review to the Above Average warm service that I am always greeted by every time I visit! We mainly get ""take-out"" and have dined in a few other times on the outside patio or high tops and our food has always been perfect! Specifically ""take-out"" when the order is complete and not like other restaurants always seem to have some sauce, side item or such missing once you get home that makes ya nuts. We happen to love their margarita pizza, pot of meatballs, the smooth tasty sauce and Family sized salad- dressing is so simple and salad always fresh and crisp--Delicious!
But what really adds to me feeling great every time we leave is the warmth and upbeat service received, from the the time we enter, to just passing by the friendly bartender, then reaching the take-out stand in the rear, we normally have been acknowledged by 2-3 employees, that have just said a simple ""hello with a smile"" or offered assistance (even while their busy passing by) and the staff seem to really enjoy working together and working off of each other for help and I think it really comes down from the manager, Trisha H. She really sets a tone with a positive dining environment and is so pleasant, every and all interactions or assistance she provides us or when she assists a server taking our order. Trisha even helped when something wrong on our ""rewards account"" that another Anthony's location in Mass, had messed up repeatedly and seemed unable to correct, yet Trisha saw the issue in the system and fixed it w/out issue with a smile!
Kudos for the great customer service and exemplifying real hospitality service from one of your frequent visitors when over in Cranston! Thank you to your Team & keep up the good work! - Colleen",a month ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
sarah reed,5.0,"I come here quite often, and I came by with some friends a couple of nights ago and I can honestly this time was one of my most pleasant experiences!!
A manger came by the table and he greeted us, and  it was refreshing to see such a genuine smile. I believe his name was Niko? He made us feel very welcome and comfortable throughout our dinner.
Thank you for the perfect customer service.

- a satisfied guest",7 months ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
JazmineG,5.0,There was a little mix up in the kitchen and our pizza came out wrong. But we had nothing to worry about. Our server got is a second pizza made the right was in no time at all.  We weren't even charged for it. Now that's service.,a month ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
amy sylvia,5.0,Everything was great! The pizza is amazing and Tracey Lee is the best!! Such an attentive & awesome waitress who makes everyone’s experience special!,2 months ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
Wheatley,5.0,Really just excellent pizza—namely the Meatball and ricotta—with very friendly staff. Our host and waiter were especially wonderful. Thank you!,3 months ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
Jennifer Bordeaux,5.0,"Always a great time at the bar. Kim always makes us feel like family! You can tell she knows her stuff and does her job WELL!!! She whips around that bar the whole time but always makes sure to take care of all her customers equally. Thanks, Kim... we will be back for your commendable service and the yummy wings! ;)",8 months ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
Jim D,5.0,My wife and I come in at least once a month to see Kim on the bar. Our night out can be simply be described as dinner and a show! Kim never fails to keep us entertained. Her drink and food knowledge is impressive. She is hands down our favorite bartender in all the places we frequent. Our pizza is always to die for and the service is equally amazing. Thank you Kim and Anthony’s.,8 months ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
Meghan Anthony,5.0,My fiance and I came in tonight and sat at the bar. We were welcomed right away by Trish. She was amazing and very attentive. The food was delicious and the service was even better. We will definitely be back! Thank you Trish for making our night memorable!,7 months ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
Laura Rosa,5.0,"My husband and I enjoy coming to Anthony’s,  the food is always fresh and delicious.  We especially like being treated like family, when we come in the bartender Trish knows what we like to drink and serves it up with a smile.  The manager Tracy Lee is always pleasant and is glad to see customers return.  Don’t miss out on a tasty friendly night out to eat.   Laura",8 months ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
Leilani Macari,1.0,"First of all rude waitresses and poor service, even though no one was there!! The pizza was the worst I've  ever eaten, raw dough ( brick oven hot, what a joke) and ..  well I can go on. Suffice it to I will never step foot in this establishment again",a week ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
Brandyn Mello,5.0,"The food here is absolutely fantastic. If you are a new customer they even bring you a sample of their coal fired wings, which are delicious. The homemade meatballs are a must try and the pizza is always on point. Place is also very cost efficient, you can go and not spend a ton of money and still have plenty of food to even take some home. A must try spot!",7 months ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
Al Parrillo,5.0,"Excellent coal fired pizza. The wings are to die for. The bartenders are exceptional. We are regulars for a reason. 2/5/20 back again, fantastic. Trish #1, the manager, outstanding, on the ball, great job, Trish #2, our bartender, again, outstanding, exceptional, nice, a pleasure to be around. The food is a level above everybody else, and every worker there seems to love their job, and it shows in everything they do. If I could give more stars I would.",7 months ago,Open,Anthony's Coal Fired Pizza 220 Hillside Rd CRANSTON RI 2920 (401) 943-1601
