name,stars,text,timeSince,openStatus,key
Rafael Escobar,5.0,Can't get enough of them chicken wings!,2 weeks ago,Open,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555
Sol,5.0,"Anthony's is my favorite place when I'm looking for pizza, because is simply delicious, White pizza for me is the best , yesterday I try something new""Carnivore pizza""I liked ,but white pizza still number one my oldest son ordered a sandwich OMG you have to try it was so good,the presentation and the taste mmmm yummy ,staff was very nice ,my waitress was super attentive, Anthony's are practicing social distance, everything was good, thanks.",2 months ago,Open,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555
Michele M,5.0,"Must try Paulie's Pizza and the Eggplant Marino.  Jaclyn was attentive although there was a minor misunderstanding about the Marino.  I was glad to see the company adhering to a Social Distancing and mask wearing policy for both staff and customers not yet eating.  Tables were well cleaned and sanitized. Overall experience was a very good one.
Must get the name of the gentleman who I think might be the manager and if he isn't he should be.
Good 👍 job  Anthony's!",3 days ago,Open,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555
anthony jones,5.0,YUM,a week ago,Open,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555
Patrick Nolan,5.0,Visited here a couple of times passing through FLL. If you have a lengthy layover it is a 10 minute Uber from the airport. Well worth it to get out and pass the time. Outstanding pizza!,a month ago,Open,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555
Daniel Chakarji,5.0,"best pizza in town...period
wings are amazing too!",3 weeks ago,Open,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555
Diane Wuchevich,5.0,The best pizza anywhere! The price is extremely competitive and the staff is always friendly and helpful. They're OPEN!!! You always could order for pickup but now they're open! The atmosphere is so cool you will love the experience! A large 1 topping pizza is less than $22. Take the family and have a great experience!,2 months ago,Open,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555
Tami Gruendel Goodz,5.0,Food is great... what else can I say?,a month ago,Open,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555
Jose Salazar,5.0,Exellent pizza,3 weeks ago,Open,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555
Hamada Antar,5.0,Consistent and always yummy!,a month ago,Open,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555
Anna Griffin,5.0,"OMG WHAT A TRIP ! I am a salesperson and I travel pretty much through 11 states . I have been on the search for the perfect pizza since I lived in Boston . The south can be disappointing that way . I just had a horrible Air BNB experience in town and I had to get a room at a hotel which I was trying to avoid . I went on the search for the perfect pizza tonight and I may have had the best one I have ever had . That blackened crust that crisp . Those toppings the sausage in particular. The sauce , the cheese ........ perfection . I live in Savannah pizza  like this does not exist . My god thank you for making me smile and my insides happy !!!!!!! This place is amazing and every time I have to go to dreaded Miami from now on this will be on the agenda !!!!!!! YOU MADE THIS LITTLE CHUBBY WOMENS DREAMS COME TRUE . Whoever you are pizza man/ women you are magic !",a month ago,Open,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555
Jame Roedel,3.0,"It could be better,  Ordered by phone and picked up pizza with extra sauce, peppers and onions, asked to make sure onions and peppers are cooked.  NOPE  , they were rare. Medium pizza was  17.00 $  Not going to order again ☹",a week ago,Open,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555
Marcus McEwen,5.0,We ate there on reopening. The staff did a great job at social distancing the patrons. We ate outside and it was great. The pizza crust is really good.It is crisp and tasty. I love the Carnivori pizza. Lots of meat and cooked righteously,4 months ago,Open,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555
Addilyn Thompson,5.0,The best pizza I’ve ever eaten! Fresh and the offer differ topping and crust options,a month ago,Open,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555
