name,stars,text,timeSince,openStatus,key
India Washington,4.0,We ordered over the phone for fast pick up and the first pizza we ordered was a bit burnt.  I checked it once I got to the car and realized it was burnt and took it back in to explain and that we would like another pizza.  The gentleman said it's not burnt its just the crust.  I was shocked at first.  Because when you are paying for your food you should be able to eat every part of it not something that is burnt.  However be did ask if I wanted a new pizza and I said yes and another was made.  I give 4 stars because he looked at the pizza lifted it up and said it wasn't burnt when it was an then I can't eat it after he touched it with his bare hands.  This was my second time at this location.  I would give it another chance,a year ago,Open,Anthony's Coal Fired Pizza 2045 MacKenzie Way CRANBERRY TOWNSHIP PA 16066-5337 (724) 742-1212
Justin Christjohn,5.0,The pizza is fantastic and their wings are some of my favorites. Always happy with the service!,a week ago,Open,Anthony's Coal Fired Pizza 2045 MacKenzie Way CRANBERRY TOWNSHIP PA 16066-5337 (724) 742-1212
Tom Haley,1.0,"Friday night, was my wife's birthday. Ordered a small margarita pizza and a large sausage/ mushroom. Also ordered 10 wings. They said it would be an hour to pick up. Was there in 65 minutes.  Got home with the food and only got 5 wings, not the 10 that I ordered. The pizza was cold and flavorless. My bill was 73.00! Everyone at are little party said any  one of the cheaper delivery chains are better... and significantly less money.
Not only was the pizza cold and flavorless, the crust was undercooked. Very disappointing, I will never go back.",4 days ago,Open,Anthony's Coal Fired Pizza 2045 MacKenzie Way CRANBERRY TOWNSHIP PA 16066-5337 (724) 742-1212
Mallen Alley,4.0,Very good pizza. Beer selection is kind of thin,4 weeks ago,Open,Anthony's Coal Fired Pizza 2045 MacKenzie Way CRANBERRY TOWNSHIP PA 16066-5337 (724) 742-1212
Lee Chew,5.0,"Very friendly staff. I had the 12 inch Philly steak pizza (cut into 6 slices) fresh and tasty, dough is well done (as per the brand name). Chicken wings was just ok, pretty small sized wings. I would definitely go back again for the pizza.",a year ago,Open,Anthony's Coal Fired Pizza 2045 MacKenzie Way CRANBERRY TOWNSHIP PA 16066-5337 (724) 742-1212
Sunny A,3.0,"It was a slow late afternoon Thursday and our server was really nice and attentive. Pizza was just ok, thick pepperoni looked almost like regular pepperoni. Seating outside was good.",a week ago,Open,Anthony's Coal Fired Pizza 2045 MacKenzie Way CRANBERRY TOWNSHIP PA 16066-5337 (724) 742-1212
Jeri Fodge,4.0,"Pizza was excellent, service was friendly",4 weeks ago,Open,Anthony's Coal Fired Pizza 2045 MacKenzie Way CRANBERRY TOWNSHIP PA 16066-5337 (724) 742-1212
C M,1.0,"Overpriced IMO, and burnt. I ordered a 12 inch, 3 topping pizza: $18.99 plus tax. I can get the same pizza for $15 or less.  The pizza place closest to me charges $11.75 for the same thing. Additionally, the crust was burnt. I couldn't eat the all of it and had to throw out the burned portions.  Coal fired shouldn't mean burned, black, or covered in coal. I should still be able to eat what I ordered, especially at a premium price.",a month ago,Open,Anthony's Coal Fired Pizza 2045 MacKenzie Way CRANBERRY TOWNSHIP PA 16066-5337 (724) 742-1212
Jeff Dziki,3.0,"Food and service were good,  but I went there specifically for draft East End Big Hop, and they didn't have it.",a month ago,Open,Anthony's Coal Fired Pizza 2045 MacKenzie Way CRANBERRY TOWNSHIP PA 16066-5337 (724) 742-1212
Eddie Sberna,5.0,I give this place of five stars first of all the restrooms are always clean second of all the employees are clean cut management does an excellent job at hiring and the food is excellent you can see the chefs cooking your food they have a great bar great service it's a little pricey but worth it because of the quality of service that you're getting and the food,a month ago,Open,Anthony's Coal Fired Pizza 2045 MacKenzie Way CRANBERRY TOWNSHIP PA 16066-5337 (724) 742-1212
