name,stars,text,timeSince,openStatus,key
Noel I. Brause,4.0,"Pizza is always very good, as is everything I've tried.  A bit pricey for pizza, in my opinion anyway",a week ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Raj S,3.0,Loved the ambience and the food. Egg plant pizza was good but more of tomato sauce in it ..couldnt  taste the eggplant flavor much. I wish they had less paste and more eggplant ☺️  kids loved the cheese pizza though. One other issue was there was no medium size pizza.. small pizza posted around  18 and large posted 21.. so we were forced to buy large.. i wish small pizzas were less expensive .. overall it was expensive. For 2 pizzas and a drink we had to pay around 70$ .. pizzas were really good but not worth for the price. Good to go once to experience the food..,3 years ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Nancy Leardi,5.0,Consistently good food. Great servers,a month ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Irene Franklin,4.0,Not terrible but didn't have the beer the others  carry,2 days ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Steve Stojanovich,5.0,"Best pizza ever? But the wings....

I’m from Buffalo. I know wings. I ordered this pizza, expecting good pizza. The pizza was excellent. But while ordering I decided to order wings, assuming they would be like all the rest in NJ - too small, breaded, greasy, or just plain awful. ESPECIALLY since Anthony’s bakes their wings. My expectations were negative. These wings are officially in my Top 5 of all time, which is serious :) great job fellas. I’ve found my NJ pizza/wing place!",a year ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Saqib Ahmed,5.0,Meatballs and Chicken Wings are fresh and delicious. Pizza was great as well. Could use cheese and sauce to the end but 5 stars. Customer service was phenomenal and really touched me. Sauce is amazing!,4 months ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Lindsey Leardi,4.0,"This is my favorite chain restaurant. Whenever I'm in town Anthony's is a must-visit for me. I've been to Anthony's countless times over the last 3+ years. I love their Classic Italian Salad, Meatballs with Ricotta, and their pizzas, of course. They have great wines, sangria, and cocktails too.

It's not the cheapest place so be prepared to pay up or share pizza and apps with your group. The best deal is Wednesday's Meatballs & Martinis for $5 Martinis from 5pm to close. Join their rewards club and put your phone number on your receipt to receive points for purchases to receive money off your bill in the future.

Service is usually good. Anthony's can be busy during peak hours so it doesn't hurt to call ahead especially if you have a large groups. One time I went with a group of 9 people and they were incredibly accommodating. I called one hour ahead and by the time we got there our table was all set and ready for us. Most of the time the service is great.

They have a parking lot, so I've never had an issue with parking. Plus they are right next to Target which is convenient.",8 months ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Kwame Amparbeng,5.0,I honestly believe that their pizza is one of the healthiest I've ever eaten. I used to be a frequent customer of another pizza company. But now ACFP is #1 on my pizza restaurant list,2 months ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Bruce Taylor,5.0,This place has some awesome pizza. Service is great and outside dining is available. They have 12 and 16 inch pies in a variety of flavors and the chicken wings are top notch. They serve drinks as well. I love their sangria.,3 weeks ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Jennifer King,5.0,My pizza was delicious and my order was rushed since I was on my lunch break.....I will definitely be back.....Excellent customer service!!!,a month ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Frank Demming,5.0,My girlfriend and I love the pizza here. Outstanding and very cordial service as well.,3 months ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Javier Robles,4.0,I love coal fired pizza! This place is great the staff are very nice. The one drawback is how much everything costs. It's a pretty pricey place for pizza. One of their pizzas could set you back about $25 not to mention that 5 chicken wings are about $8. But overall a good experience.,7 months ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
thomas johnson,4.0,Not as good as the pizza I had as a kid when italian pizza owners made real good pizza.but it is close. I use to make my own but with my arthritis in my hands I can't. I like the taste of coal grilled pizza which is I think what they do. -TJ,4 months ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Emanuel W,5.0,"Love their pizza! If you love pepperoni and flavorful pizza, come to this location!",2 months ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Ryan Hayes,5.0,Great pizza. Good beer. Server Joseph  is a super cool guy and also very attentive. Staff like this make the visit very enjoyable. Would recommend,6 months ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
simone wilson,3.0,Service curbside was awesome but the pizza wasn't as great as I hoped. My first time trying it out and didn't have that mmmmmmmm factor. Least to say I was disappointed.,3 months ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Erica Stanch,5.0,"We stopped in for my brother's birthday. We decided to eat at the bar because there was a wait for the dining room. The bartender Hailey greeted us and served us drinks within a few mins of us sitting down. I had the cucumber cooler and I was delish. I could drink them all summer! We started the Italian wings and fresh mozzarella and tomatoes. The wings had a nice amount of heat and the tomatoes were fresh. There were 5 of us so we ordered 3 of the 12 inch pies (eggplant with half sausage, plain, and arugula with prosciutto). They were all yummy!!! We will definitely be back!",6 months ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
Brady P,1.0,I order takeout for 2 pizzas and they said it would be ready at 5. I didn’t get it til about 6:45. Don’t waste ur time with them. Horrible service,5 months ago,Open,Anthony's Coal Fired Pizza 80 Parsonage Rd EDISON NJ 08837-2416 (732) 744-1500
