name,stars,text,timeSince,openStatus,key
Kevin -,1.0,Completely inconsiderate of COVID and social distancing. Big party crowd right behind out table. Loud....,2 weeks ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
Giovanni Ramirez,1.0,Great food. But my table was dirty and there were a lot of mosquitos.,3 weeks ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
Glenn Cutinello,5.0,The Pizza was fantastic! Real Italians making real Italian food! Definitely a must if you're in the area. Worth every penny for the fresh and delicious meal you will definitely enjoy. Great staff and wonderful atmosphere.,a month ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
KEVIN MCGEE,4.0,"Delicious pizza and wings, great staff.",a month ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
Richard Schagrin,4.0,"Did  delivery during the crisis. Their pizzas are still very good, had a pepperoni pizza.
The Gorgonzola salad is always a winner. The chicken wings aren't as good as they used to be. Not crispy but nice sautéed onions on top.",3 months ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
Brian Kinn,5.0,Great pizza and great drinks.,3 weeks ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
Jennifer Stutt,5.0,"Hands down the best pizza and wings you can get! The wings are not the typical type of wings you get anywhere, these are a artisan meal by themselves. They have roasted onion and rosemary focaccia bread made in cast iron dish with them (highly recommended). The coal fired pizza is also just dreamy! We love Anthony’s and have always had a top notch experience! It’s always on the list when we are in Delray!",2 months ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
Kamryn Oconnell,5.0,I had a wonderful time at this spot. We liked the extraordinary vibes and the menu. The staff members were super personal. I’m happy we ultimately decided to try this restaurant.,a week ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
Cherie Panarello,5.0,"The place looks amazing, it's well kept, the food is tasty and fresh, the portions are large, and the service is prompt.",4 weeks ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
Veronica Lynn,5.0,Love this restaurant! Delicious crispy crust you can't find anywhere else. The coal fired experience really is a completely different way to enjoy pizza. Staff is beyond friendly & courteous as well. Thanks for the great service & delivery!,3 months ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
Paul Maresca,5.0,"If you're looking for a safe place to dine during this uneasy time, I would highly suggest Anthony's Coal Fired Pizza. While other area restaurants seem to be ignoring or cutting corners on their customer's safety, this place is doing things right. Social distancing, masks on all employees, no current bar seating are all taking place here. What's even better is the pizza served is one of the best in town!",2 months ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
Larry Mui,5.0,"Loved the coal fired pizza! Tried the Paulie's Pie - meatballs, sausage, ricotta, and sweet peppers. Great flavor and crispiness to the crust from the coal fired oven. Also tried the Pork Ribs with Vinegar Pepper. Those were delicious! Tender and spicy, yummy! Would definitely go back to try other items off the menu. Highly recommended!",a year ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
Joseph Grieco,5.0,We only had wings from Anthony's because we were craving pre curfew comfort food. The wings were very tasty and we will definitely dine in as soon as we can.,a month ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
Nico Rondet,5.0,"Really nice little place, slightly off the busy area bust every bit as good!",4 days ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
John Masi,3.0,"Pizza was very good, but there are better places in Boca and Delray. The wings were just ok...They are supposed to be roasted and I believe they were fried first and just did not have as much flavor as in past experiences...",2 weeks ago,Open,Anthony's Coal Fired Pizza 115 NE 6th Ave DELRAY BEACH FL 33483-5422 (561) 278-7911
