name,stars,text,timeSince,openStatus,key
Anthony Zavala,4.0,"Very tasty pizza with a lot of variety, on the pricey side but worth it for special occasions.",a week ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Todd Owens,5.0,"This place is amazing! Found it kind of by accident and boy are we glad we did! Staff was very attentive and the food was off the chain! Prices were good, bar had a good selection of beers on tap. Will be back.",2 years ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Liz,1.0,The reason the im giving one start is because I placed an order online to be picked up at 5:50 but when I arrive the food was not ready and I had to wait 25 minutes more of pick up time. The food is good but the service is not the best. I think for the price that you paid they should provide a better service.,a month ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Carol V,5.0,"We love the pizza here, especially the crust from the coal fired oven and often stop for a takeout order when in the area. Our last order was wrong, but they made it right the next time we visited.",2 weeks ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Sammy H,4.0,Our first time and definitely not our last. Food was amazing! Staff was wonderful. Enjoyed every moment! We got complimentary wings which were delish! Eggplant Marino pizza was superb and I wish we would’ve gotten the pot of meatballs instead of just two!,2 years ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Emilly Ziegler,5.0,Always a great experience at Anthony’s. Delicious food (I always get the meatball ricotta and baked wings). Service has always been great as well.,3 weeks ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Linda Koharten,5.0,"Now one of my favorite restaurants! Today was a stressful day and the host was very generous  and made sure my service was great. The food was great, the hospitality was nice. Although I did get a drink spilled on me, I was offered my pizza for free which was totally amazing. I asked who the host’s name was and it was Kareem who helped clean the spill up and offered a pizza on the house. I want to say thank you so much for the free pizza, and my date was magical! I would recommend Anthony’s to the world!",7 months ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Ahmed Nuaimi,1.0,"This restaurant is a big loss.
We used to have the best cheese phily steak pizza from but after the quarantine they canceled the best item in their menu for ever.",2 months ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
jararaca 1984,5.0,"I've been here many times, but I will say, the new additions to the menu were needed and are delicious. I rarely like spaghetti and meatballs from anywhere other than my own kitchen. Everywhere you go the sauce is poured over the wet noodles and is disgusting. Not Anthony's! Anthony's does spaghetti and meatballs the right way. Not only are the meatballs delicious,  but they cook the pasta and sauce together in a pan so the sauce isn't flooding the plate and coats the noodles. The pasta was drained properly and just done right. The sauce is delicious and has a hint of heat.  Delicious! I'll be back again.",11 months ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Jeffrey Geraci,5.0,"Delicious pizza and very fresh salads! Wonderful safe, service!",2 months ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Cynthia Thomasset,5.0,I love happy hour here!  Their wood fired pizza and drink specials at the bar are awesome.  So are their wings and eggplant dish!,6 months ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Elisabeth Laskowski,1.0,"Ordered takeout for my husband’s birthday.  In addition for waiting 30 minutes longer than scheduled, we opened the boxes to PILES of ash!  The pies were BLACK on the bottom with coal dust.  My family looked like coal miners.  $75 down the drain and now on my never again list.",2 months ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Michael Boyer,5.0,"Update: took a friend and his wife there for his birthday and Kiki, Imame and Kirsten really made dinner special.  They had this special pizza made with his age made out of sausage.  it was really funny and everyone came out singing.  I can't say enough about the staff as they make you feel like family.   I am going to have to give Anthony's a bit of a black eye as I find your bar prices way to high for this area.  I'm used to seeing those prices when I'm in the big cities like NY or DC but not Wyomissing, PA.  Everytime I go in the bar is very sparse because you can go down the street and have a cocktail for much less.  I think you need to look at your prices.  There is no way a double Jameson and coke should be $13.50.  This won't stop me from coming in and enjoying good food but the cocktails will have to not happen.  Again Kiki has always made us feel so very welcome.  You have a good employee with her.

I go to Anthonys when I'm in the mood for a pizza like no other around.  the use fresh ingredients and have unique blends.  Their pizza is cooked in coal fired ovens which cooks the pizza in just minutes.  The chicken wings are tops as they are dry cooked in the coal ovens with onions.  They are so so good.  The meatballs are top as well.  Cold craft beer, good spirits and exceptionally friendly staff.  The manager always comes around and checks to make sure that everything is to my liking.  Parking can be a bit challenging during busy times but if you are in the area stop and grab a pie, beer or sandwich, you won't be sorry",a year ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Mark- MarkReactor on YouTube,5.0,"The pizza, the wings, the sandwiches...all are absolutely delicious and reasonably priced. The staff is very friendly, and the atmosphere is very relaxed.",2 years ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
J Shockey,5.0,"First time eating here, what I had was very good, you can tell everything is made from scratch. Meatballs are fantastic!",2 years ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
ryan ruppert,5.0,Had dinner there on Wednesday and Ethan was the bartender the service was excellent and he had my drinks in a timely fashion. Best bartender I have had at Anthony's.,6 months ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Tarryn Hendel,4.0,Pizza was really good. Tomato and mozzarella salad is a must have. Waiter asked if we wanted bruschetta on our white pizza and then brought it out covered in prosciutto... the prosciutto was ok. We were too hungry to send it back and have to wait for a new one.,6 months ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
alex kitixis,3.0,"When we got there noone seated us so we seated ourselves. Multiple workers chatting in the back when we came in and one finally acknowledged us. Bar tender/manager took our order and was very nice. Other workers weren't doing much of anything, lazy. Ordered the
Caprese 12"" pizza and it was delicious. Overall good food bad service.",8 months ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
M Sillhart,3.0,"Usually good, but the past few times, the pizza crust was not fully cooked. Disappointed, considering the pizza is expensive.",4 months ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Stephanie Nyce,3.0,"Prices are high for very small portions. $11.00 pasta was not a bowl, but a mound the size of a fist. Paid over $40.00, for a family of 4, everyone left not feeling satisfied or full. Clean, nice servers, and food served in a reasonable amount of time.",8 months ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
Jason Claude,4.0,I want to give it 4.5 but won't let me so I must side with four. Service was great. Food was delicious. A little on the expensive side is all,2 years ago,Open,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722
