name,stars,text,timeSince,openStatus,key
mark abrams,1.0,Worst pizza 🍕 I ever had and a small pie was 26 dollars don't try it it's awful,3 weeks ago,Open,Anthony's Coal Fired Pizza 98 US Highway 9 ENGLISHTOWN NJ 07726-8229 (732) 780-2625
Christine Gallucci,3.0,It's OK. Love the wings.,a month ago,Open,Anthony's Coal Fired Pizza 98 US Highway 9 ENGLISHTOWN NJ 07726-8229 (732) 780-2625
Manville Home,5.0,"Awesome Curbside. The young lady bringing food to the car is literally power walking the food out. And takes the time to wish everyone safety and waves. “Thank you for coming , be safe” ...
OWNER/Manager: get her a pair of fresh comfy kick’s to say thanks.

June 1st.. 6pm...

And we’ll def be back..

Great Job Young Lady and entire staff hustling.",3 months ago,Open,Anthony's Coal Fired Pizza 98 US Highway 9 ENGLISHTOWN NJ 07726-8229 (732) 780-2625
Perla Alvarado,5.0,"Great pizza thin crust. The chicken wings are one of the best I try crispy, rich on flavor they don't need no bbq-hot sauce.",2 months ago,Open,Anthony's Coal Fired Pizza 98 US Highway 9 ENGLISHTOWN NJ 07726-8229 (732) 780-2625
Jonathan Vinokur,3.0,"I REALLY had high hope's for this place. They get 5 stars for ambiance, and 5 stars for their pizza crust. Unfortunately they fell short on their pizza and their chicken wings were terrible. The wings were just lacking flavor and were not cooked the traditional way that wings are done. They bring them out in a skillet with tongs which is a nice touch. However, these wings completely miss the mark of what you would expect when ordering wings at a pizza restaurant. They are just plain chicken wings that you can make at home covered in onions and served over bread/pita. They had a decent crisp on some of them but the flavor was bland. Now to the main attraction, coal fired pizza. I was desperately looking for a good coal fired pizza place in the area as I moved here around a year ago. The sauce and the cheese were awful. Sause was too zesty (1.5 star) and the cheese was way too salty(1 star). The crust/dough was terrific. The other food there looked good so I do see myself eventually coming back and trying other things. They have lots of TVs up so it's a decent place to grab a beer and watch a game. Truly disappointed in the pizza though so not sure I would attempt to go back anytime soon as the search for good coal fired pizza in Marlboro county goes on.",a year ago,Open,Anthony's Coal Fired Pizza 98 US Highway 9 ENGLISHTOWN NJ 07726-8229 (732) 780-2625
William Stern,5.0,"I am looking at the reviews for this restaurant where I used to work and came across the one below written by Anthony.  It is interesting that he said the food is frozen when they do not even have a freezer on the premises.  It pretty much destroys the credibility of the whole review.

This is an incredible place to work and I frequently stop in for a meal now that I have started my career.  The food is amazing.",7 months ago,Open,Anthony's Coal Fired Pizza 98 US Highway 9 ENGLISHTOWN NJ 07726-8229 (732) 780-2625
Jenn Granata,4.0,"Their tagline, ""Well-Done,"" fits because our pizza was burnt. There was also no cheese on the eggplant Pizza. This could be because it was a Friday night and they were busy, but should be able to handle a crowd. Won't order from there again.
Fast forward to a later date, my husband spoke with the manager and he promised to rectify the situation. The second time around the food was much better, and the wings were delicious.! I appreciate any manager that really cares about customer satisfaction!",7 months ago,Open,Anthony's Coal Fired Pizza 98 US Highway 9 ENGLISHTOWN NJ 07726-8229 (732) 780-2625
Cal Rosenthal,4.0,Good pizza cooked exceptionally well in the coal fire oven. Big salad for the whole table fresh and very tasty exceptional service and very friendly. Would highly recommend it,9 months ago,Open,Anthony's Coal Fired Pizza 98 US Highway 9 ENGLISHTOWN NJ 07726-8229 (732) 780-2625
Robert Donato,4.0,"The Wings were very good. We had a couple of pies that were all cooked perfectly (well done).
They should look into having a bit larger of a beer menu.",8 months ago,Open,Anthony's Coal Fired Pizza 98 US Highway 9 ENGLISHTOWN NJ 07726-8229 (732) 780-2625
Melissa Greco,5.0,That pizza 🍕 was so delicious 😋,a month ago,Open,Anthony's Coal Fired Pizza 98 US Highway 9 ENGLISHTOWN NJ 07726-8229 (732) 780-2625
