name,stars,text,timeSince,openStatus,key
malina athens,5.0,"A great experience all around. The staff was great and it was a fun anniversary double date. Come about 30 min early and your seated in a waiting area and provided champagne and some amazing snacks while you wait. We were served a 20 course meal! Every dish was amazing and the attention to detail really was mind blowing. You can observe the staff preparing the next course or two as you eat. The courses came fairly quickly one after another. We were so pleasantly full by the end of it all. I was surprised that much of the dinner is hands on...as in you eat with your hands!

A great experience I would recommend to anyone. Double dates and small groups are doable as well given the rounded shape of the table. You can see everyone pretty good.",10 months ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
#Jcmr305video,4.0,Lov there wings and Parmegiana,2 weeks ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
Jose Vasallo,5.0,"Excellent! I've been coming to this Coral Gables location for years. You guys know I love Anthony's but this is my favorite. It's right on the corner, open door, very welcoming and now you can eat on the South sidewalk. Talk to Mangmnt; Jonathen and tell him I sent you. Make sure you tip.:)))) Good, steady people here. Sorry, the rest is gone.",a year ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
Enrique J. Lopez,5.0,Great pizza.  Great chicken wings. Great ambiance.  Service is solid.  Highly professional and courteous staff.  Always enjoy visiting.,2 weeks ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
Borislav Tzankov,5.0,Great pizza and service but .. Free delivery still means $4.99 fee ???,3 weeks ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
Ricardo Perez,5.0,Fast,a month ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
J Roberts,1.0,"Don’t bother
I ordered a pizza on a Friday night and was told 30 to 40 minutes. Got there and waited 15 minutes on the heat. Left without my dinner or an apology.",3 weeks ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
Jeffrey D Scott,4.0,We loved this place! It's really cool inside and the pizza oven is amazing. My boyfriend and I sat at the bar and had the lasagne and shared a margarita pizza that we added italian sausage to. Delicious! We got the calamari appetizer as well which came with zucchini and carrots!,3 weeks ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
Shaun Mcneil,5.0,This restaurant is obviously one of the tastiest place in the neighborhood. Anytime I come there I am greatly pleased. They hold their very high  level service and the highest level of meals  they give. You no doubt will love this place. Highly  recommended.,6 months ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
Petra Sobotka,5.0,"I am a firm believer in Keto diet but this is the only pizza worth the calories and guilt. Wouldn’t do it for any other, this is worth every bite!!! Still tastes amazing next day after you nuke it, no idea how that’s possible since any other pizza turns into rubber...",3 months ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
Jose Martinez,5.0,We had a rehearsal dinner with a party of about 70 people. It was a great experience and the service was great. The wings are phenomenal probably the best I have ever had. Servers were polite and were quick to bring drinks and food upon request. Overall great experience.,8 months ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
Terri McMillan,4.0,This was nice for lunch. Think they can add more sauce and cheese to the pizza but all in all it was tasty.,a year ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
Vicky N.,5.0,"We are in town to go on a cruise tomorrow.  Looked for a good pizza place and let me tell you, we found it. There was 10 of us. They took awesome care of us. Everything we all ordered was fresh and delicious.  Would love to come back but we are from KCMO. Definitely give them a try, so delicious!!",8 months ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
Alan Spies,4.0,Good pizza. They always get our order right.,a month ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
Patricia Grego,5.0,Covid-19 restrictions very well applied. You can go there and feel safe,3 months ago,Open,Anthony's Coal Fired Pizza 2626 Ponce De Leon Blvd CORAL GABLES FL 33134-6054 (786) 456-9200
