name,stars,text,timeSince,openStatus,key
Brandon Powers,5.0,We enjoy to go out. Yesterday we  visited this delicious restaurant which friends told us about. We enjoyed a lovely evening there with delicious food and  an experienced crew and  a professional chief cook. We  added this venue in our phone list  and we shall definitely return soon.  Highly recommended.,2 weeks ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Kyle Jones,1.0,"Good looking store, different quality pizzas than other Anthony’s branches. This is not about my expectations it’s very clear;
Where is feta cheese in my pizza (check out my picture)
Did you see any Arugula in the picture?
If you don’t have enough stuff please don’t make my pizza. Not just my pizza for any other customers.
I ate Mediterranean pizza one day before in Anthony’s veterans Highway location, Pizza was great a lot of green stuff and Feta cheese,
I order second day in this branch, Totally different I’n disappointed there’s no arugulas, no feta, little cheese...
Also they say “contact us, I send an e mail 7/11/19 with pictures, nobody response.
I don’t want anything free but they should answer for better customer service.",10 months ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Lynn Perez,4.0,"Cool and cozy place to eat! Nicely decorated, friendly staff. You can see the coal fired pizza oven and smell the pizza cooking. I had the Arugula salad which was delicious and the traditional pizza. Everything was so tasty! Fun little place to eat.",6 months ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Stephen Wong,5.0,"Excellent value. Joining awards program is great way to earning free items . Service by bartender Victoria was outstanding,  attentive and always correct in what to select for choices. Weds is free meatballs with ricotta at the bar.",9 months ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Pat B,5.0,Excellent service!  Waitress was above and beyond polite and attentive. She made great suggestions and each one was perfection. I highly recommend the cauliflower pizza!,2 years ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Steph C,4.0,Fast and friendly service. I love their wings. Their new oven roasted chicken parmesan was really good.,6 months ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Thomas Neri,5.0,Great food with a fair price. Well organized with good customer service. Clean restaurant.,7 months ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Express Wholesale,2.0,"dry bread, difficult to bite it for me, may be I’m old... It should be Crispy and same time easy to bite. I know a few pizza places Crispy and easy to eat also lots of stuff on it. good looking store but not much great pizza.",10 months ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Robbie Highlo,5.0,"The Great Neck NY location is the best. Its my go to spot for wings and ribs, and the meatballs are delicious. Always a hit when i use them for catering or a sunday dinner with the family. And the crew there is awesome, thanks all. See ya soon...",a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Wen Lo,5.0,The service was great and as always the food was great.,6 months ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Facundo Lopez Camino,4.0,They have really good pizza here. Only thing is that it took a bit longer for us to get our order than expected. However it was worth the wait.,a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Sanjay Kapur,2.0,The concept is good and I was really hoping I would like the pizza but it underwhelmed me. These ovens are supposed to be very hot and cook quickly. Then why does it take forever to get the pizza to the table?  Sometimes it feels like it waited quite a long time between the time it was taken out of the oven and put on the table.,a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
gaby bermudez,3.0,"Pizza didnt taste bad and the place has a good ambiance, but we ordered the square margherita pizza which says it's topped with basil. It literally came with 2 branches of basil at either corner. Even if I spread it out myself it's not enough to cover the large pizza. I would not recommend this if you are getting it for take out as pizza got cold after a 10 minute ride in a heated car.",2 years ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Rick A,5.0,"Not all Anthony's Coal Fired Pizza's are the same, at least when it comes to customer service.  So if you've been burned by one, which I have, the location can certainly make a difference.  The manager is obviously earning his salary here as this place is run extremely professionally.  If either Kay or Christian are helping you, you will always leave with a smile.  Top notch.  Thank you for the consistently great food and service.",a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
margo rosenman,5.0,Great food great atmosphere reasonably priced absolutely love it,10 months ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Nysports Mcp,5.0,Personal pizzas cut into 4 with choice of topping.  Love the thin crust.,8 months ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Jason Muniz,5.0,"Order a regular pie for the first time, there was an error in my order. Jake the GM, stepped up and acknowledged the error. All I got to say is Excellent service, pizza is great, and the CANNOLIS were AMAZING. Dessert were spectacular. Highly recommended! Will be back for more.",a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Brian Betancourt,5.0,Salads are great. I always get anchovies & mushrooms. My family & I love it.,11 months ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Toniann Risi,3.0,"This place was very good, however the crust was a little to thin for my liking...",10 months ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Abbasali Tavawala,4.0,I ordered from there a second time and gave them a chance to redeem themselves. The wings and pizza were both good. Keep up the good work!,a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Michael Perez,4.0,Really crispy pizza. The Philly cheese steak pizza was pretty exceptional. The service was on point. We were checked on frequently.,a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
James Mancuso,5.0,"The decor inside is quite entertaining. The walls are adorned with portraits of famous movie, TV, and sports stars as well as singers. Additional seating outside is perfect on summer nights. The menu is a bit limited at first glance but the quality of the food more than makes up for it. We have tried both the white pizza and the eggplant pizza and both were delicious. Lastly the price range will not break the bank. All in all it is a pleasant dining experience for the family or for a less formal date night.",2 years ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Patricia Duva,2.0,"Was disappointed. Did not feel the lunch pie was enough for my husband and I.and also the sausage was sprinkled on the pie,not worth the price.",a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Tony,1.0,"Just ok, pizza for one was over $10.00 and 6 wings $10.00 bill was $22.79. plus food was cold and I waited for it. I can get ok food anywhere, I won't be back.",11 months ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Keith White,2.0,"Way better alternatives around if you want good pizza, coal fired included.  Their crust really has no flavor at all and the red sauce is bland and almost sour tasting as well.  The chicken wings were good, but served on a huge bed of onions which seemed wasteful and odd.  Won't be back",a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Neil King,4.0,Good pizza and a friendly staff.,11 months ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Albert M.,5.0,Great food and service,9 months ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Craig Casey,5.0,Slow service but oh the pizza is delicious and fair prices!,a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Milly Aponte,5.0,"The Manager Nathan is super sweet, very accommodating and so is the staff! They hooked me up with a delicious vegan friendly pizza! :-) Everyone in the office was pleased with their food as well! Looks like we have found a new spot for lunch and HAPPY HOUR!! Best of luck with this new location! Everything was AMAZING!",3 years ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Thomas Jannace,5.0,The bar tender was absolutely amazing. We've been there before & she really works her butt off. Very impressive,a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Aracelis Rodriguez,5.0,Love the pizza!  I have a new love for pizza.,a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
eddie finley,5.0,Love it get the wings trust me a friend of mine told me about them and I was like how good could thay be got them and thay are amazing,a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Timothy Fay,4.0,"This place was very good. The menu was small, but the food was great. The menu has more pizza options than anything else, but it is a pizza place. However from my experience, it appears that no matter what you get, the food will be delicious. I only rated 4 stars because of how small the menu is.",2 years ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
Barbara Damenti,5.0,"Nice atmosphere, friendly staff. Food is fresh.",a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
karla b,5.0,The food was very good.  I would go back they eat there again,a year ago,Closed,Anthony's Coal Fired Pizza 2302 Nesconset Hwy STONY BROOK NY 11790-3509 (631) 444-0818
