name,stars,text,timeSince,openStatus,key
LEZ NMC,5.0,"I'm a new resident in the area. We prefer local pizza places and I was really excited when I found out this place is two minutes from my house. The first time I ordered it was they their website, door dash delivered it. It got here on time and it was the best pizza I had had in years. The second time I ordered for pick up. When I got home the order was wrong. And although the store is super close, cmon, who wants to get back in their car again while the other stuff gets cold? I called them and they gave me to option of going back up there to get another order which meant having to wait another 30 min or have a pie on credit. I appreciated that they even gave me an option. I chose the credit and we did what we could with the order we had. When I called up to place an order I mentioned my name and a few brief details about last time and they knew exactly who I was. I sent my boyfriend to pick up the order and he said he was approached by Austin the manager who was very apologetic and more than willing to serve us again. This was really good customer service. The pizza is always delicious and I will definitely be exploring more of their menu.",a week ago,Open,Anthony's Coal Fired Pizza 420 E Altamonte Dr ALTAMONTE SPRINGS FL 32701-4659 (407) 260-2625
Robert Beistel,5.0,"delicious!  this is the first time I've been here, but the pizza was cooked perfectly, very good.",3 weeks ago,Open,Anthony's Coal Fired Pizza 420 E Altamonte Dr ALTAMONTE SPRINGS FL 32701-4659 (407) 260-2625
susan gracia,5.0,On time pick up,2 weeks ago,Open,Anthony's Coal Fired Pizza 420 E Altamonte Dr ALTAMONTE SPRINGS FL 32701-4659 (407) 260-2625
Susan Medina,4.0,Really good pizza! Not as crisp as I would have liked but very flavorful,a month ago,Open,Anthony's Coal Fired Pizza 420 E Altamonte Dr ALTAMONTE SPRINGS FL 32701-4659 (407) 260-2625
Daniel M,5.0,If you are anywhere near this area you must try Anthony's Coal Fired Pizza. Staff is so friendly and the pizza was amazing. Was here on business and found this place by accident. I will find a reason to come back.,a month ago,Open,Anthony's Coal Fired Pizza 420 E Altamonte Dr ALTAMONTE SPRINGS FL 32701-4659 (407) 260-2625
leslie flern,5.0,"great food, friendly staff. i love their meatballs!!",3 weeks ago,Open,Anthony's Coal Fired Pizza 420 E Altamonte Dr ALTAMONTE SPRINGS FL 32701-4659 (407) 260-2625
Erik Pasborg,5.0,"Just too many great things to say. First off the staff here is amazing and polite and care, which you can also see why is the manager here. Austin was just amazing and awesome in truly caring about service and care. I’ve worked in the hospitality business for 20 years and sadly you see a decline in customer service. THIS IS NOT THE CASE HERE.

You can immediately tell by the atmosphere there because the way Austin and his team relate with customers. Rarely see the genuine respect and care that Austin gave us. Will be back tons and look foreword to going back to the service that was given. Austin deserve a huge recognition and it shows in there. Couldn’t be more thankful, this IS WHO AND WHAT should be training and moving restaurants like this forward in the future. Thank you so much again AUSTIN!",3 months ago,Open,Anthony's Coal Fired Pizza 420 E Altamonte Dr ALTAMONTE SPRINGS FL 32701-4659 (407) 260-2625
kathy utley,5.0,Very delicious!,2 weeks ago,Open,Anthony's Coal Fired Pizza 420 E Altamonte Dr ALTAMONTE SPRINGS FL 32701-4659 (407) 260-2625
A Hassan,5.0,"First time at this location and was very pleased with the food and service! Out salad, wings, Mediterranean pizza and chocolate cake were all delicious! Our server was also friendly. Nice atmosphere and a clean restaurant overall. Definitely will be back!👍",6 months ago,Open,Anthony's Coal Fired Pizza 420 E Altamonte Dr ALTAMONTE SPRINGS FL 32701-4659 (407) 260-2625
layla malone,5.0,Great place great food friendly staff. Had my 5 year old with me and the manager Austin gave him dough to play with and a cookie. Server Gabby was knowledgeable and friendly. Been coming for years and love it.,a month ago,Open,Anthony's Coal Fired Pizza 420 E Altamonte Dr ALTAMONTE SPRINGS FL 32701-4659 (407) 260-2625
