name,stars,text,timeSince,openStatus,key
Amy Savaglio,5.0,Rosati's Chicago style pizza deep-dish is the best around. Their sauce is superior. They even bottle it. You can buy it or when you buy a pizza they give you a coupon and the next time you can get a free bottle with your purchase. They also …More,3 years ago,Closed,2000635492
Brittany Trujillo,5.0,AMAZING food!!! Their double doe stole my heart while their associates welcomed me and engaged in great conversation. Manager Justin Fauser is phenomenal and is a compliment to the company.,3 years ago,Closed,2000635492
ches,5.0,Curious if they are still open? I loved their food and loved the people working there it was a great experience overall but haven't seen any movement there the few times I'm nearby.,2 years ago,Closed,2000635492
Ashley Nelson,5.0,they have so much more than just pizza and everything is amazing!,3 years ago,Closed,2000635492
Kathy Knoebel,5.0,Great pizza a bit high price,3 years ago,Closed,2000635492
justin fauser,5.0,I pizza top anyone and i mean anyone nobody has nothing on rosatis pizza keep up the good work,3 years ago,Closed,2000635492
Ginger M,5.0,Yummy food and friendly atmosphere!,3 years ago,Closed,2000635492
Albert Valencia,5.0,Local Pizza Deli. Mrs Beto's Fave,2 years ago,Closed,2000635492
Victoria Feli,5.0,great food and staff,3 years ago,Closed,2000635492
Patrick Brown,5.0,Superb. Try the monster pizza!,3 years ago,Closed,2000635492
Jeff Henderson,4.0,Very good...good people..good pizza,3 years ago,Closed,2000635492
Chris Hanson,4.0,"(Translated by Google) Juat opened good pizza

(Original)
Juat opened good pizza",4 years ago,Closed,2000635492
michele beck,5.0,,2 years ago,Closed,2000635492
Dominique Leyva,5.0,,2 years ago,Closed,2000635492
Katy Martin,5.0,,3 years ago,Closed,2000635492
Tammy Terry,4.0,,2 years ago,Closed,2000635492
Travis Mcsorley,5.0,,2 years ago,Closed,2000635492
Katrina Yvette,1.0,,2 years ago,Closed,2000635492
