name,stars,text,timeSince,openStatus,key
Alannah Reeves,5.0,"Great place. Clean, delicious, and right off the highway. Pasta, salad, and pizza buffet. Much healthier than a regular fast food place.",2 years ago,Closed,1000820186
Corrie Jaye,4.0,We came. After 9 on a Saturday night.  We were the only customers. It was clean and orderly. Our waitress was great and we got our order quickly.,3 years ago,Closed,1000820186
Connie Rogers,1.0,"I used to love going to Pizza Hut, not this one.  The furnace was broken and it was freezing.  The spaghetti and meatballs we had we're tasteless.  The waitress said they come in frozen and they just microwave them. That's nothing more then fast food, certainly not worth $9 a plate.",3 years ago,Closed,1000820186
Dave Kurtz,4.0,"As far as this Pizza hut goes compared to other, it had a clean dinning room. We was the only ones eating at 5pm on a Saturday. And had 4 people working. That was kinda standing around talking, which was annoying to me. The pizza came out …More",3 years ago,Closed,1000820186
Denise Casselbury,3.0,We had the buffet.   Had to wait a little while for the hot food and we arrive approx. 11:30.   We were hoping for a thin crust on the buffet bc the other location we go to always puts a thin crust and a dessert pizza.   But everything was good that was put out.,3 years ago,Closed,1000820186
Kimberly Gardner,1.0,"The worst place I've ever been. I always wondered how this location stayed open all these years.
4 personal pans, 4 salad bars and 4 drinks $50. …More",2 years ago,Closed,1000820186
John Mortimer,1.0,The quality of service at Pizza Hut Owego is terrible. It is NOT however any fault of the staff. The management issue coupons without leaving any clear indication of how they are to be applied. The building is rundown and poorly stocked. …More,2 years ago,Closed,1000820186
robin Zimmerman,1.0,The food was great but the waitress was very rude and rarely came back to our table to wait on us. I even had to walk up to the counter to get a drink refill. We were very unhappy with the service and won't go back there again!,2 years ago,Closed,1000820186
Mercedes Smalls,2.0,"Ordered mild boneless chicken, the sauce was put on the side for dipping. I asked why and was told complaints from people regarding the sauce already being on the chicken. They should ask if you want the sauce on the chicken or on the side.",2 years ago,Closed,1000820186
Gerard Rosso,1.0,"No one should eat at a pizza chain.

UNCLE GERRY'S TIP: There are so many great family owned and operated Italian restaurants in town why would anyone want fast food.",4 years ago,Closed,1000820186
Linda Edmonds,1.0,Ordered a GF pizza and a med pizza with two toppings each.  Called in the order & was rushed off the phone.  Not professional or nice!  Our order cost more than anticipated from brief phone order.  To top it off the pizza was not good at …More,2 years ago,Closed,1000820186
Brittany Norton,5.0,Always had a good experience when ordering with the app here. Ate in a couple times and never had any complaints. Usually quiet when I come in.,3 years ago,Closed,1000820186
Joel Shelton,4.0,Good food and nice service.,2 years ago,Closed,1000820186
Shawna Johnston,5.0,Best thin crust pizza and salad I've had in a long time,3 years ago,Closed,1000820186
Joy,5.0,"Nice clean quiet environment, I really enjoyed the meal there.",3 years ago,Closed,1000820186
John,4.0,"Quiet place, good pizza. Very nice staff.",4 years ago,Closed,1000820186
Betty Frandsen,5.0,Employees friendly and efficient. Buffet delicious.,3 years ago,Closed,1000820186
Adeeva Kabir,1.0,"Worst food ever. First the pizza wasn't cooked. And they took the pizza back and cooked it over and make all hard and dry was stuck on the pan. Walked out without even eating the pizza had to buy food again some
Other place.",3 years ago,Closed,1000820186
Michael Scarangella,3.0,Food is good...decor and plates are from 1978,3 years ago,Closed,1000820186
Jena Donnelly,2.0,"Have ordered here a few times. We have placed orders online and over-the-phone. We will no longer place orders over the phone,because they have charged us more than the internet pricing. This was because they said they don't know the current deals, and wouldn't change the price to match internet price.",3 years ago,Closed,1000820186
Toni Oakes,2.0,Salad bar was disgusting and the waitress had a serious attitude,3 years ago,Closed,1000820186
Robert Clark,4.0,"It's pizza hut guys, it's exactly what you expect.",2 years ago,Closed,1000820186
Dan Braun,5.0,"Very good, Clean inside, Friendly waitress, extra cheese on pizza even when we didn't order it! Favorite pizza hut to go to!",7 years ago,Closed,1000820186
Stuart Jones,2.0,"You get what you pay for,  didn't care so much for the pizza crust",2 years ago,Closed,1000820186
Iris Murphy,2.0,Not impressed,2 years ago,Closed,1000820186
resdraon,2.0,"Great place, horrible chain",2 years ago,Closed,1000820186
Jill Schramm,4.0,Good food,3 years ago,Closed,1000820186
Lucas Massey-Ford,2.0,Does not deliver!,2 years ago,Closed,1000820186
Tapadyuti Maiti,5.0,It was wwsome,3 years ago,Closed,1000820186
Ronak Rao,5.0,Pizza lovers...one stop destination.,2 years ago,Closed,1000820186
Brian Bailey,4.0,"Slightly outdated decorating, but decent food and pleasant people",3 years ago,Closed,1000820186
Kellen Kafka,2.0,"The wait staff are very inexperienced, dirty, and only one of the front doors worked.",2 years ago,Closed,1000820186
Dharmendra Sharma,5.0,Very good time!,3 years ago,Closed,1000820186
Anand M,3.0,Very near the interstate but difficult to find. I found it only because of google maps. It is hidden behind a McDonald's.,4 years ago,Closed,1000820186
Fay B,3.0,Friendly staff.  Food was okay.,4 years ago,Closed,1000820186
Nathan Lowe,4.0,,3 years ago,Closed,1000820186
Ruth Ann Makin,5.0,,2 years ago,Closed,1000820186
Cameo Cacialli,2.0,,3 years ago,Closed,1000820186
Jonathan Barton,3.0,,9 years ago,Closed,1000820186
Donald Trahan,5.0,,3 years ago,Closed,1000820186
tossityle,3.0,,2 years ago,Closed,1000820186
Joe Rechtien,5.0,,2 years ago,Closed,1000820186
Jess Wintergrass,5.0,,3 years ago,Closed,1000820186
Rich Spallone,2.0,,2 years ago,Closed,1000820186
Megan Anna,5.0,,3 years ago,Closed,1000820186
Christie B,3.0,,3 years ago,Closed,1000820186
Kayla Johnson,5.0,,2 years ago,Closed,1000820186
Thomas Hoyt,5.0,,5 years ago,Closed,1000820186
Jenn Apgar,4.0,,2 years ago,Closed,1000820186
