name,stars,text,timeSince,openStatus,key
Zhenna Thomas,4.0,I love the option of building your own pizza with unlimited toppings. You’re pizza is ready in just a few short minutes and is always hot fresh and tasty. I find it better to order in person as I have not had the best experience with …More,a week ago,Open,100
Malachi Girmann,1.0,Went to pickup a order. And the staff asked me to call in next time due to my inability to wear a mask. I called the next time and when the employee was asked why he needed to bring the delivery to curbside the manager started cussing me out I overheard her on the phone saying “then why is he even delivering” very poor representation.,a week ago,Open,100
Lucas Hatchel,1.0,I've never seen so many workers in one space with so little to have to do and still be as rude as these people were. Clearly not adhering to current rules about masks on customers. There was an entire group of people 2 feet away from me and …More,3 weeks ago,Open,100
john cole,1.0,The website said 20-25 minutes. It was clearly ready before I got there right at the 20 minute mark. On top of that it was warm at best not hot. It tasted good but I don't plan on ordering here again.,a month ago,Open,100
Kathryn Friedlund,5.0,Awesome!! Staff changed gloves and put pizza on a designated gluten free mat for celiac. Delicious!!! Love the sea salt and oregano on top too. Affordable fast and delicious!,a year ago,Open,100
Alyssa Marsh,5.0,I'm actually not a fan of thin crust pizza..or atleast I thought I wasn't. My husband and I are in love with this pizza. The staff and owners are very friendly and love recommending toppings (which I love). …More,2 months ago,Open,100
Angie Bailey,3.0,"Blaze is my favorite go to for gluten free (friendly) pizza crust.  I am not sure what happened today at this location,  but it wasn't the same taste or texture.",a month ago,Open,100
Kenya Jackson,5.0,Great experience every time. I build a different pizza each time I dine with them. I love the seasonal veggies and the outside seating area: …More,2 months ago,Open,100
Jason Jefferson,5.0,"From the moment  you enter this restaurant  they give you a nice feeling. Very hospitable hosts, it is a lovely place to hang out with your friends or with your date. very good  cuisine, skillful  chief cook and stuff, honest  price and professional  service. Highly recommended.",5 months ago,Open,100
Coop Beast33,5.0,"super fast and delicious food, everyone is nice and socially safe! 10/10 recommended.",3 weeks ago,Open,100
Shelia Huntley,5.0,This was my 1st time eating here. I loved my Pizza.  Everything  is So Fresh  and  All the Employees  are  so  Friendly.  To me I would  give them 10 Stars!! Keep  up  the  excellent  work!!,4 months ago,Open,100
Larry Tryonoviech,5.0,Pizza is very good. Need a bigger selection  of beer. A good experience. The staff was very friendly and efficient,2 months ago,Open,100
Lisa Parker,5.0,I love Blaze Pizza!  Nothing like a custom thin crust pizza made fast!,3 weeks ago,Open,100
Gabriella Rose,5.0,"Hey Blaze! Girl you have done it again... constantly raising the bar for Us all and doing it flawlessly. I’d say I’m surprised but I know who you are.ive seen it up close and personal. Blazes you make me so proud, and I love you.",5 months ago,Open,100
John Forbes,4.0,"Love the set up, and the garlic knots sre the best I've ever had anywhere.",2 months ago,Open,100
Lynne Porter,5.0,Favorite place for pizza and the build your own toppings make it so easy for our family to each get what they like on their individual pizza! Impressed by the politeness of the staff and manager. Keeps us coming back!,5 months ago,Open,100
Linda Carter,5.0,Awesome pizza and salads as well as some great choices for drinks! The staff is super friendly and helpful. I highly recommend!,2 years ago,Open,100
Sarah Wilson,5.0,"Loved it! Great find during our visit to Asheville. It's the subway of pizzas. Pick your toppings, add as little or as much as you want!🍕 Then they fire it!🔥
$8.95 Good deal!",a year ago,Open,100
Ryan Cameron,5.0,"Super fast service even thought the line was to the door! Pizza was delicious and a great portion size, I could barely finish it. Pizza is not cheap, about $8-10 a person, but it was worth it. I will definitely come back. Cool atmosphere and very inviting. Great place!",a year ago,Open,100
Fred De Stefano,5.0,Fantastic.  Prices for a personal pizza are great.  Many sauces to choose from as I can not have tomatoe sauce anymore.  Crusts are low on choosing as I have a problem with my jaw.,5 months ago,Open,100
Steven Carter,5.0,"This establishment is amazing... lives up to its promise of fast, delicious pizza nearly every time I go!  You can tell some of the employees who are still here after a couple years really love working here.  Topping selection is great.  Very happy to give this restaurant my money.",10 months ago,Open,100
Grace,1.0,We like blaze a lot because of the price and how good the pizza here. But today my husband came home with 3 pizzas with different toppings. On mine which is the white sauce had a hair (yuck) at first I thought it was cheese string. The hair is even stuck in the dough. Won't eat pizza here anymore.,2 years ago,Open,100
Will Mittelsteadt,5.0,"We were visiting the Biltmore Estate up the road and ordered via the link in Google maps. By the time we got out of the estate and drove down, our AMAZING applewood bacon pizza (the Whitetop) was ready and they brought it out to our car! Fired pizza crust is soooo Mich better!",4 months ago,Open,100
Sarah Richards,5.0,"Always great service. The entrance can be crowded, but you get served very quickly. And of course the pizza is just amazing. Whether you build your own, or order one of their signature pizzas.",2 years ago,Open,100
Allan Pack,5.0,"If your looking for an amazing environment and absolutely outstanding service go see my friends Joe, Sierra, & Cesar at Blaze Pizza. Hands down one of the best places in Asheville to eat.",2 years ago,Open,100
Cedric Payne,5.0,"Blaze Pizza is a great family-friendly restaurant where everyone can have their personal pizza exactly how they want it. You can order one of their specialty pizzas or build your own. You can add all of the high quality sauces, cheeses, …More",3 years ago,Open,100
Trent Harvey,5.0,Great pizza great service!,a month ago,Open,100
Amber Scheel,5.0,"My all time favorite place to get pizza, create your own, pick you toppings, fresh dough, fresh ingredients. Atmosphere is amazing. Highly recommended.",11 months ago,Open,100
Ttyme All Day,1.0,I had a gift card that has not been used and they wouldn’t accept it and yes it had money on it and I asked for a BBQ chicken pizza which is on the menu and asked for no peppers or onions and they left out everything so the pizza was very bland! Bad review all around.,10 months ago,Open,100
Izabela Borlee,1.0,"Wonderful food, I would have given it 5 stars but I didn't appreciate one employee shaking his braided hair all over my pizza!  Ps: I did ask the cashier if he should have his hair tied up she said ""I don't know, I am only a employee""... I …More",11 months ago,Open,100
Lesslie Carleton,5.0,Build your own pizza with many fresh toppings and sauces to choose from! So good! Best pizza in Asheville!,7 months ago,Open,100
Kristie Strieby,5.0,"Great pizza.... We made our own.. delicious choices, affordable, superb customer service!!",2 years ago,Open,100
Brian Payne,3.0,Food was good but the staff were rude and service was poor. I ordered online and 30 minutes later received notification that the food was ready for pickup. Upon arrival it took almost 5 minutes just to get someone to speak to me and tell me …More,5 months ago,Open,100
Jeff Wellington,1.0,Service was terrible. They burnt my pizza and when I asked to speak to a manager they told me they would go get their manager Cesar but never came back out so I walked out and left. Never coming back and I hope this alters your decision too.,3 months ago,Open,100
Kristina Smith,5.0,Long lines for Pi day but still efficient and accurate service.  I got a build your own Pizza with spicy red sauce.  Yum!! Their lemonade and blood orange lemonade were also delicious.  It was worth driving from Tennessee in the flurries.,3 years ago,Open,100
Mary Plemmons,4.0,BBQ chicken pizza was good but next time I'll ask for more chicken.  Love the thin crust,8 months ago,Open,100
ANTHONY LITTLE,5.0,Awesome place that you can enjoyed good pizza..a lot of vegan choices. Keto and build your own pizza highly recommended you are going to love it.,9 months ago,Open,100
D D,5.0,Had birthday party here. Great staff. Wonderful food.,a year ago,Open,100
Jeff Brown,4.0,Great keto pizza option.,8 months ago,Open,100
Mario,5.0,It's one of the best pizzas in town. Much better and cheaper than all souls.,7 months ago,Open,100
Crissy Cortez,5.0,It was delicious! The kids loved picking their own toppings and seeing their pizza cooking. And they tried their cookies and brownies as well. The staff was friendly and helpful. Plenty of different toppings and sauces also they have salads …More,a year ago,Open,100
Raymond B,5.0,Blaze Pizza is definitely one of my favorite Pizza places. I love to build my own pizza. Clean and nice customer service.,9 months ago,Open,100
Kevin Smith,2.0,"Had to ask for the drizzle, had to tell them the dough had a hole in it before topping, and it's burnt.  Not the greatest show today.",2 years ago,Open,100
Omar,1.0,"Yes, their pizza is mediocre, but the one star is purely because they rang up my order wrong, supposedly refunded, then re-rang me for the correct order, but I never got the refund. Just two $30 charges on my account, awesome!",9 months ago,Open,100
Cheondra Thompson,4.0,"First timer. Fresh, fresh ingredients. Fun to make your own pizza. Fast and friendly service.",a year ago,Open,100
myrna godfrey,5.0,So many options from dough  to sauces to meats to veggies to cheeses. Really LOVE the fresh mozzarella & veggies! Also cookies & brownies.,9 months ago,Open,100
Angela LaRowe,5.0,Great pizza at a great price!,2 years ago,Open,100
Flo Klein,1.0,"This is at the Tunnel Rd location
Let me start with saying how no e the staff was.  Our first time there and they explained everything.  The Keto crust pizza is where it fell way short.  The …More",9 months ago,Open,100
M. Michael Hyatt,4.0,"Good quick and easy pizza, made while you wait. Fun, inexpensive.",7 months ago,Open,100
Stephanie Rosser,2.0,"Great food, terrible service. I always feel like the workers here are rude and annoyed. It makes me not want to come to this location. I wish management would talk to their employees about being more customer friendly. Love the pizza but just wish it was more welcoming.",a year ago,Open,100
Brad Swaffer,5.0,"Friendly service, fantastic pizza, affordable prices. AND if you come during a fundraiser, a portion of the proceeds from your meal goes to support local charities!",8 months ago,Open,100
Angela Oliver,5.0,Fantastic pizza ... grateful that they have choices such as gluten free dough & vegan cheese!! ☺️,a year ago,Open,100
diane nicholson,5.0,"Good choices

Design your own piizza..ready in 10 minutes.",7 months ago,Open,100
Gail D,5.0,"Have never had been to a Blaze Pizza before. It is a step better than Pizza Hut, Domino's, Papa John's and Marcos. The best pizza I've ever had.",a year ago,Open,100
Benji Thompson,5.0,This is the best pizza I have ever eaten. It is very reasonable an quick.,a year ago,Open,100
Kristina Castaldo,5.0,"Great pizza. I have never had complaints about the food. Everyone was very nice, there was no wait at all. But PLEASE SELL THE BLOOD ORANGE LEMONADE IN A GALLON LOL.",a year ago,Open,100
Shannon Mills,5.0,Love the self rising make it yourself pizza!,5 months ago,Open,100
Georgia Mason,5.0,Delicious pizza and dough knots,2 months ago,Open,100
Josh Brunhoff,5.0,"Love the food, people are courteous,  great choice of drinks.",2 years ago,Open,100
Juan Martinez,5.0,Very good service. Workers nice and friendly 👍👍👍,9 months ago,Open,100
Nirav Dhamsania,5.0,"Loved this place. We went in to get a quick lunch, pizza was great, staff was very helpful. They have plenty of choices to select from for the topping, food comes out fast and it's well done. There is plenty of parking in the back by the mall side.",a year ago,Open,100
Jose T. Matute,5.0,"This is an amazing pizzeria is delicious, something unique, you can build your own pizza with unlimited toppings , and a good price.  you need to try it! 😋",a year ago,Open,100
Jarrod Evans,5.0,"We have eaten here 7 or 8 times now now and it is REALLY good Pizza.  Good location near plenty of shops, really clean place to eat and staff are super friendly .  Love that the pizza is fresh, fast and at a good price.  Worth a few extra $$$ ahead of some of the chain pizzas around for sure.",a year ago,Open,100
Buggy Pops,5.0,Best gluten free crust I’ve ever had.,9 months ago,Open,100
shannon lafferty,5.0,"Great food, we got named after the peanut gang.  Affordable prices great taste and great view from outside. I would go here again and I highly recommend it. Place was very clean and had good customer service.  -Woodstock",a year ago,Open,100
Van Goes,5.0,"My fiance and I absolutely adore this place! Wonderful atmosphere, great music, FANTASTIC staff and service and most of all the food is to die for! And it's affordable and filling! 2 build your own pizzas, 2 drinks and a Brownie was only …More",a year ago,Open,100
Hannah Taylor,5.0,Amazing pizza and fast service.,9 months ago,Open,100
David Muntean,5.0,Great pizza fast friendly service would go again,8 months ago,Open,100
Jeremy Atkins,5.0,Some of the best pizza I have found where the ton of options in Asheville,9 months ago,Open,100
Marc Swan,4.0,This is a great pizza place. I like it a lot because you can add as many topping as you want and as much topping as you want and it’s still the same price. I never feel like I’m getting skimped on any topping for that reason. Every one of …More,a year ago,Open,100
Wes Morgan,5.0,Helpful employees serving create your own pizza.,8 months ago,Open,100
The Bee Man Jay,5.0,It was great to make your own pizza. Everyone was very nice and helpful. Great experience our frist time there.,a year ago,Open,100
Donovan williams,5.0,Blaze is always amazing! Where else can you build your own pizza and add as much cheese as you want without the price going up!!?? Wood fired pizza at it's best!,a year ago,Open,100
Mae Eng,1.0,"Postmasters had to refund us because YOU wouldn't pick up a phone. An hour and a half for nothing. Thanks! Apparently you can advertise with delivery services that will refund you on good faith (because at least they are legit), just to …More",10 months ago,Open,100
Dominic Galloway,5.0,Workers were super nice and pizza was cooked better than the blaze pizza near my house in sc.. Highly recommended after a hike.,11 months ago,Open,100
Ashley Burns,3.0,"The sauces, cheeses, toppings taste great however I've eaten here 4x and the dough itself is never cooked enough. Instead of being crispy it's flops and if u order a lot of toppings w oil it tastes soggy. I don't mind waiting a bit longer …More",a year ago,Open,100
David Pendleton,5.0,"Great place to build a pizza anyway you want it, or pick from one of their specialty pizzas.They have vegan options also. The staff was friendly and helpful. My pizza was great. If you are debating to try it or try something else.  Just go to Blaze you won't be disappointed.",a year ago,Open,100
Katie Sollenberger,4.0,"The pizza and salad were great and a great price! My only regret was going when it was so busy; I would've liked more time to consider all of the ingredients. Listing them on your board (even with a ""all items subject to availability"") …More",a year ago,Open,100
Greg Bowers,5.0,Good atmosphere clean facility quality ingredients only negative there large pizza is the size of a Pizza Hut medium. But taste a lot better.,a year ago,Open,100
nancy herrera,5.0,Not a pizza lover but just because its blaze I am! Recommended the build your own pizza. LITERALLY!  You can customize the pizza any way you want with as many toppings you like. (My preference 2 in 1 half and half) for the price of 1.,a year ago,Open,100
Barbara Rodriguez Gibbs,5.0,Usually fast. I love the thin personal pizza. Like $ 6.96 tax included,a year ago,Open,100
Robyn Ramsey,5.0,"Great pizza, friendly staff. Great place.",9 months ago,Open,100
jane miller,5.0,"Pretty awesome, great gluten free pizza! The arugula salad is awesome. Try the two for two, a half pizza and a salad. Great for when you are going to the theater and don't want leftovers haul around. A thumbs up for me.",a year ago,Open,100
Tyler Edward,5.0,"I really enjoy this place, its a build your own pizza place and it is delicious they use good cheese and excellent sauce and great dough. The staff is friendly the sodas are excellent. It's fast and greatly priced. Worth a try!",a year ago,Open,100
Jennifer Anderson,5.0,Build your own 11 inch pizza for 8.99! All the toppings you want! Can't beat it!,11 months ago,Open,100
DARRELL FENDER,5.0,Build Your Own can't beat that 👍,8 months ago,Open,100
Shelley H,5.0,Fantastic pizza...the exact way you want it. Quick service too!,a year ago,Open,100
Timothy Holland,5.0,Neat build-your-own pizza style. Very good quality ingredients and fast cooking times. We eat here often.,a year ago,Open,100
Hunter Esterline,5.0,Super thin and crispy crust. Not greasy! Delicious!,a year ago,Open,100
Paula Ray,5.0,"My family and I came here to eat today! It was so good! Alex took our orders today and was so nice and explained everything! He also made our pizzas and they were so pretty! Krystal rung us up and cut our pizzas. She was very nice when giving our kids their pizzas! Would definitely recommend, and it's a great option for vegetarians!",a year ago,Open,100
Bailee Thompson,5.0,Amazing service! Gluten free options! Really food pizza. Couldn't be happier.,a year ago,Open,100
David Gross,3.0,"Blaze pizza has more non pizza options, but fewer topping options than Mod. The crust was not my favorite and was a little under cooked and floppy for a fire baked pizza for my liking. As stated pizza came out with light and floppy crust …More",a year ago,Open,100
Jordyn Gardner,5.0,I always enjoy my time at Blaze. The staff is very friendly and accommodating. Their gluten free crust is phenominal and they'll even change gloves and use fresh sauce scoops so it lessens the chance of cross contamination. The pizza topping are always fresh and the atmosphere is inviting!,a year ago,Open,100
