name,stars,text,timeSince,openStatus,key
Daniel Hembree,5.0,"Recently stopped in here for the first time. Was told it was really good, but I figured it was just another pizza place. I'm very happy I was wrong! This place is very affordable and the quality of ingredients were outstanding. You can get …More",3 weeks ago,Open,293
Vidushi Sharma,1.0,"Worst service ever hands down! Placed an online order and was given a wait time of 21 minutes. I reached in approximately 30 minutes and upon checking their 'app', the status of the order said complete but the two pizzas I ordered were NOT …More",a month ago,Open,293
Scorpio Justice,1.0,"NEVER AGAIN!!! THEY STILL OWE ME 20 DOUGH KNOTS!!!
If you knew me, you'd realize that it must've been pretty bad for me to spend my own time writing this review. I placed an order for my family via the Blaze …More",a month ago,Open,293
Maxwel Russo,5.0,"I adore this place! They give good meals, their menu is decent, The cook in that restaurant is a real pro, I enjoy a lot trying all their dishes. The dishes are always of high class, the attitude towards the guests  is good. I  go often to this place and I was never unhappy. I recommend it with no hesitation.",2 months ago,Open,293
Life With Cats by suntawrites,4.0,"Cool idea. Reminds me of the Seinfeld episode where Kramer wants to open a make your own pizza pizza parlor. Staff was incredibly nice. I couldn't locate salt, pepper, or garlic shakers and my pizza desperately needed seasoning. It was a good meal despite that.",2 years ago,Open,293
Saloni Mishra,4.0,"I ordered veg out pizza, it was good,  service is really fast and good. In evenings, its bit busy. What I didn’t like is their crust from behind was overdone and burnt, so it was not tasting good. They have restrooms but only one restroom …More",a year ago,Open,293
Emery G,4.0,"Ordered pick up today on their website. Gave a short estimated time even though I ordered 5 pizzas. Site is very easy to use. Pick up was simple, they had it right by the door. …More",6 months ago,Open,293
Vivek Saxena,2.0,"The quality has almost exponentially gone down over the past 1.5 months. I really liked Blaze Pizza in my first two trips, but of late they're unable to get the order right, bake the dough, and they keep missing ingredients/toppings.",2 weeks ago,Open,293
Matthew Schueler,5.0,"High quality ingredients, perfectly cooked pizza, fast service. We went there after having a not-so-great experience a different restaurant, and were very happy that we were able to get good food here quickly. The portions were perfect for one person for a meal. Good place to go with friends or family",a year ago,Open,293
Deepanker Venkatesh,5.0,Fully customisable pizza with a thin crust. Great taste! Will be back,2 months ago,Open,293
Alex L.,5.0,Consistently tasty personal pizzas. I have came here a few occasions and it's always spot on. Spicy tomato sauce is just right. The cheese selection is great. You can literally put every topping imaginable on your pizza. A+++,a year ago,Open,293
Deepak Kumar Suri,5.0,"Best Pizza place, where not only you can get fresh pizza, you can actually choose your own toppings and they are plenty to choose for both Vegetarians & Non-Vegetarians. It’s must place to visit and eat Fresh Pizza...",8 months ago,Open,293
Ariana Costa,4.0,Good food. Nice staff. Short wait. Not too bad with the pricing for a once in a while purchase,3 months ago,Open,293
JESSICA GRANDJEAN,3.0,"One of the better chain pizza places. Pizza tastes good, but a few complaints about the restaurant. They really need to clean their oven. The black char completely covers your fingers from the crust. The girl who waited on us already had …More",2 years ago,Open,293
B Holdzkom,5.0,Pizza was insanely good.Plenty of fresh toppings to choose from.  Customer service was top notch. They also have a nice selection of drinks . The root beer is awesome. One of the best i have had . We had to go to Bridgewater and stopped …More,2 years ago,Open,293
Derek Johanson,5.0,Great pizza and great concept of build your own. Come here once a week and am always very happy. …More,a year ago,Open,293
Afterhours Fabrication,4.0,"Pretty good pizza for a chain, better than others of a similar style. Friendly staff, food was made quick, and plenty of drink selections. The NJ map on the wall was a nice touch.",a year ago,Open,293
issen ion,5.0,"Easily the best pizza experience I’ve had in this area!...

Pizza is made fresh to your specifications right in front of you; lots of …More",2 years ago,Open,293
Donald Booth,5.0,"Awesome and flavorful food, I like the character the spot has, and the staff members were friendly. Will definitely come back in the future.",3 months ago,Open,293
Shepherd's Crook,5.0,"I visited Blaze Pizza and met one of the staff members named Kevin. He asked me if I enjoyed my meal. I said, of course, it was absolutely delicious. I selected the gluten free pizza and the entire staff honored all of my special request when building my customized pizza. Yes, I will revisit this location. They are the best!",9 months ago,Open,293
Abhijith's Super Cool Food Reviews,5.0,"If your someone that likes high quality pizza, I suggest this place",2 months ago,Open,293
colleen reh,5.0,"I get no sauce, chicken, cheese, red onion and balsamic drizzle....delicious!(I rarely enjoy chains!)",3 months ago,Open,293
Cody Obropta,5.0,"Blaze Pizza is the newest pizzeria on the block in the Bridgewater/Bound Brook area. They provide a chipotle-style pizza building experience with fresh ingredients, delicious options, and a spacious and trendy seating area. …More",2 years ago,Open,293
Parth Halani,5.0,The pizza was amazing. Kevin was amazing. He helped out with all the pizza and the pizza was really good. Service was excellent. I love this place and will come here all the time. Thank you so much Kevin.,10 months ago,Open,293
Ananya,5.0,The pizza here tasted awesome. The servers here were kind and the food tasted very good. I was helped by multiple people and they healers the pizza to perfection and added a topping when I forgot to have it added. They treat their company with the same important as they give to their pizza.,8 months ago,Open,293
