name,stars,text,timeSince,openStatus,key
Bart Gill,5.0,"Very welcome.  Gotta admit,   I'm very critical when it comes to my restaurant visits. That being said,  I was in your restaurant along with my nine year old daughter and her friend a few weeks ago after her softball game.    They had never …More",a month ago,Open,4706320999.0
P Max Reacts,5.0,"This is one the ""go to"" spots for my family and I! The overall atmosphere is always top notch! The restaurant is always super clean, the staff is always friendly and inviting, and the food is always on point! I would never hesitate to send friends or family to this location! Buffalo chicken with blue cheese is the G.O.A.T.!",a year ago,Open,4706320999.0
Jamie Lundy,5.0,Had a very good experience in this place with my son. The food comes out quick and the service is just awesome. Prices are affordable.,2 weeks ago,Open,4706320999.0
sharlene smalls,4.0,"Clean, social distanced,  masked!
Food was good although I like my wings cooked longer!",2 weeks ago,Open,4706320999.0
Shanon Seals,4.0,"It's Mellow Mushroom, I've never been to one that wasn't fantastic.  From Georgia to Arkansas and Alabama, they're all great!  Best pizza I have found.  This one has much more sophisticated decor than the other locations I have been to. …More",2 years ago,Open,4706320999.0
Jason Hoynes,1.0,"We got a seat outside during a typical Thursday dinner, waited 15 minutes. Two other tables were seated outside after us. Both of those tables had their drinks taken and delivered, but nobody ever came to our table. Nobody even flinched when we got up and walked out, either.",3 weeks ago,Open,4706320999.0
Hilda Macy,5.0,I loved this place so much!.They sat us in a very good seats and it was so perfect. Our server was amazing and the food was absolutely delicious,a month ago,Open,4706320999.0
CHRIS JOHNSON,5.0,Excellent service and delicious pizza! Thanks so much! 😋,a week ago,Open,4706320999.0
Xavier Savage,5.0,I sent my friends to this place with my highest recommendations. I  go to this restaurant often. This recommendation is always successful. The the food there is appetizing and the team is generous and cooperative. Every time  we go to this place we have a splendid time.  I warmly recommend this restaurant.,4 months ago,Open,4706320999.0
Sue Anne Morgan,1.0,"Every time I order Mellow Mushroom to be delivered through Grubhub, the order is either very late, very cold and late or incorrect and late. I would love to be the Manager there. Apparently, they are paid for doing nothing.",a month ago,Open,4706320999.0
Olga Yakovleva,5.0,"Great place. They use paper straws. Great service. I was greeted rights way. The bartender was really nice and sweet, took my order in a timely manner. The pizza is delicious.  🍕  I got a small custom pepperoni, sausage, jalapeño and feta cheese pizza. Its delicious! 😋",9 months ago,Open,4706320999.0
Kathy Nelson,5.0,"Great service and food was great. Some of the romain lettuce in the caesar salad was a little brown, but it was still good.",2 months ago,Open,4706320999.0
Sandra Richeson,5.0,"My favorite thing from this place was the mushroom soup, they also have a gluten free pizza and overall everything we order was good. Very cool place, nice decoration and good service. I recommend it",a year ago,Open,4706320999.0
Teresa,2.0,"Our past experience with Mellow have been great.  We are ""regulars"" when there is not a pandemic.  We stopped in today for lunch.  We were wearing our masks and sat on the patio outside.  No one else was there.  Our normal rating for …More",2 months ago,Open,4706320999.0
Susy Lockhart,5.0,Food was great! Caitlyn was our waitress...she did a fantastic job!,2 months ago,Open,4706320999.0
Patrick Nash,5.0,We love their pizza. We get them frequently. Fresh pizza and salads. Delicious!,3 months ago,Open,4706320999.0
Rosemary Becker,5.0,Covid-19 prepared. All employees are professional and hardworking.,a month ago,Open,4706320999.0
Christie Najarro,5.0,The buffalo pizza with blue cheese swirl is delicious.,a month ago,Open,4706320999.0
jaydentherose 13,5.0,Very good food a little pricey but still recommended none the less.,4 months ago,Open,4706320999.0
Corey Hicks,5.0,"Outstanding service, Outstanding food, great atmosphere!",2 days ago,Open,4706320999.0
