name,stars,text,timeSince,openStatus,key
Cruz Nestler,5.0,As always they deliver on wonderful food. The staff is very friendly and accommodating. The ordering flow is different as the no longer wait on your table due to COVID but they make it easy to order and bring your food directly to you.,6 days ago,Open,3362452820.0
Judy Harrelson,5.0,"Fresh salad, all great ingredients, and brusetta. Highly recommend!",3 months ago,Open,3362452820.0
Lance Ward,5.0,Funky and upbeat atmosphere and music...Maybe the best pizza I've ever had in my life. Lots of vegetarian options. Nice people seem to work there cause it's such a nice place,6 days ago,Open,3362452820.0
Andrew Flake,4.0,This place is exactly what I would expect from a 70's psychedelic shroom trip.  Just look at the pictures.  Pizza was good though but I have had better.,2 days ago,Open,3362452820.0
Courtney Cook,5.0,"Great pizza, very friendly bartender, within easy walking distance of the Marriott hotel. I definitely recommend the Holy Shitake Pie if you like mushrooms at all because the pizza was amazing! And there were tons of great beer choices, perfect for anyone who likes beers on tap.",a year ago,Open,3362452820.0
Rose L,4.0,I definitely recommend you to try the pretzel bites!! I'll give the pizza a 7 out of 10. Great customer service! The waitress was super helpful when I asked about vegan options.,3 weeks ago,Open,3362452820.0
Nate Wood,2.0,"Nice place, friendly service. I asked for a greek salad and the man brought me the enlightened spinach salad and i asled him multiple times and he said it was the greek salad. I even pointed out the fruits and pecans and he still said it was the greek salad, and he still didnt bring a fork!",a month ago,Open,3362452820.0
Jessica Dunlap,5.0,"Outside dining is a must for us, right now. They never disappoint. Food is great, servers are courteous and prices are decent.",4 weeks ago,Open,3362452820.0
Andrew G,5.0,Really good pizza.  Easily the best I've had since moving south from Buffalo NY (an underrated pizza town). …More,4 months ago,Open,3362452820.0
Mike Harrelson,5.0,Awesome 👍... Great service and top quality ingredients make for a great meal and experience. They are doing a great job with cleaning and making you feel good about being in their establishment. I think each member of the staff makes it …More,3 months ago,Open,3362452820.0
Tony Gwyn,5.0,"Really amazing food.  Service was great, considering we were there over an hour due to a member of our party being extremely late.  I recommend highly!",2 months ago,Open,3362452820.0
Vin Latus,3.0,"Every other MM I've been to is a normal sit down dining experience. At this location, you order at the counter, they drop off your food and you never see a waiter again. 👎",a month ago,Open,3362452820.0
Michael DiMambro,1.0,Horrible service! The staff and management don't care if your order is ready on time. Had to wait more than 10 minutes after my order was supposed to be ready. Apparently if it is round and has cheese and toppings you call it pizza when …More,a month ago,Open,3362452820.0
Christopher Swaim,3.0,"Been here a few times and it's 70/30. There are times when you can have great service, and server on point and be out in 30 minutes or so. Past couple times I've been, it seems there are new people being trained left and right. Last time, …More",2 months ago,Open,3362452820.0
Nick Schmidt,5.0,I called in a pizza 20 minutes before they closed on a Saturday and the absolute champions at Mellow made me a great pizza and brought it to me curbside with excellent customer service. Really impressed with the staff!,2 months ago,Open,3362452820.0
Sipho Langa,4.0,"I’ve never been disappointed by a mellow mushroom restaurant, this one included. Not the best pizza in Winston, but definitely worth a visit or two.",3 weeks ago,Open,3362452820.0
Alex James,4.0,Love the pizza here and everyone is so friendly. Great location in Winston to walk around and shop also,a month ago,Open,3362452820.0
darrell hancock,5.0,"When entering the restaurant the atmosphere was nice and inviting, and was instantly greeted and took to a table. The server was prompt and very courteous. Ordered the great white shark pizza and added some spinache and an order of the …More",5 months ago,Open,3362452820.0
The Lone Wanderer,5.0,"Pizza is amazing, has never disappointed me in all the time I have ever been there.",4 weeks ago,Open,3362452820.0
D Bradley,5.0,"Pizza, yeah, delicious. i will be back with my coworkers. prices are decent.",a month ago,Open,3362452820.0
Dylan Bushaw,4.0,Food was pretty dang good! Service was ehhhh very very slow. I think our party of 6 waited 80min for our food. Then the manager said we couldn’t get any type of discount because they said the kitchen was just slow. That’s sorry service I think.,3 months ago,Open,3362452820.0
Shannon Jones,3.0,Food was fantastic. Seated immediately.  However it took over 2 hours for a greek salad and Calzone. Everyone's face looked like how I felt inside. We were all going thru it. However I did get to have lots of good conversations with my 12 year old son. I wi always go back for the delicious food.,a month ago,Open,3362452820.0
Shereen Raucci,2.0,We visited for the first time today. New to NC. Wish I could have given 5 stars ....the food was awesome! The service wasn't so good. We sat at the bar and we asked for beer recommendations for a flight. The bartender said he hadn't tried …More,3 months ago,Open,3362452820.0
Erica Matthews,5.0,Always delicious! Server seemed new but she was sweet.,a month ago,Open,3362452820.0
kathy herlo,4.0,Always good food. Professional staff. Fun atmosphere.,2 months ago,Open,3362452820.0
Vinny A,5.0,Friendly people and fantastic food! The perfect place for dinner! Thank You Andy for the excellent service!,3 months ago,Open,3362452820.0
finwe90,5.0,Very exquisite pizza and very friendly waiting staff. Highly recommended. Only minus is wait times but thats to be expected with the volume of customers.,a year ago,Open,3362452820.0
Nura Wright,2.0,The employees were extremely rude and had an attitude. The food is good but not good enough to make up for poor customer service. I will not be spending my money here again.,4 months ago,Open,3362452820.0
stacy haskins,1.0,"Horrible service, waitress was slow and forgetful. Ordered 2 drinks from the bar words bought one we said 45 minutes never got out fif or the other drink we finally paid for the drink we had and left. Definitely will never go back",3 months ago,Open,3362452820.0
Lizbeth Ramos,5.0,Great Food and nice environment.,a day ago,Open,3362452820.0
J Rosales,1.0,I used to like mellow until i got raw doug pizza twice in a row.,2 months ago,Open,3362452820.0
Steve Supek,1.0,Hour and twenty minute wait for pizza on a Sun night. Ridiculous. After first fifty minutes were told food would be right out. Sas because not the first bad experience with this food chain. This was last straw.,a month ago,Open,3362452820.0
Curtis Lewis,4.0,Food was good! Service was good. Great atmosphere.,7 months ago,Open,3362452820.0
Selena Welborn,4.0,"We love going to Mellow Mushroom when we want a good pizza.  Always tasty!  Tried the steak and cheese once....will stick with the pizza.  Wish they had domestic beer specials, Michelob Ultra $4.50 is a little steep but comparable with some …More",9 months ago,Open,3362452820.0
Delana Crosby,4.0,"Mellow Mushroom is one of my favorite places for pizza. I however did not enjoy the Steak and Cheese Calzone, lots of cheese and crust",3 months ago,Open,3362452820.0
Tehya Colvin Aldrich,5.0,"Best vegan pizza, only vegan pizza I will eat.",a month ago,Open,3362452820.0
Tyra Jones,2.0,"Fresh ingredients,  but very bland pizza! Stopped by for lunch today, and I was very excited when the pizza was brought to the table looking AMAZING; however,  the excitement quickly died with the first bite. They need to reevaluate the …More",9 months ago,Open,3362452820.0
Angela Williams,5.0,I have never been disappointed. Love their menu choices.,3 months ago,Open,3362452820.0
TYA F.,4.0,"Loved the wings!! Pizza was good...Lil Chef salad was actually pretty big and fresh & tasted so good. No complaints, will be back of course. Gotta love consistency! Oh, one star off bc the hostess sat someone at our table by accident (hey words), and we had to wait another 20 mins or so... Thankfully, we had the time lol smh.",3 months ago,Open,3362452820.0
